wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.response,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,productionTrials_s1.order
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,805.635,1,1,1,17.126,1,17.187,17.126,824.563,0,6,6,6,1,SBJ-N4-HIDE-TR-OBJ-N5.mp3,OBJ-N5-SBJ-N4-HIDE-TR.mp4,OBJ-N4-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,824.563,1,2,2,18.576,1,17.953,18.576,844.85,0,7,7,7,1,SBJ-N2-REVEAL-INTR.mp3,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,844.852,1,2,2,27.034,1,25.568,27.034,873.491,0,8,8,8,1,SBJ-N4-OBJ-N5-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,873.493,1,2,2,17.619,1,17.215,17.619,892.961,0,9,9,9,1,SBJ-N1-GO-INTR.mp3,SBJ-N1-GO-INTR.mp4,SBJ-N1-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,892.962,1,1,1,15.831,1,15.243,15.831,910.442,0,10,10,10,1,REVEAL-INTR-SBJ-N4.mp3,SBJ-N4-REVEAL-INTR.mp4,SBJ-N4-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,910.445,1,1,1,16.506,1,18.122,16.506,929.982,0,11,11,11,1,REVEAL-TR-OBJ-N5-SBJ-N4.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,929.983,1,1,1,16.464,1,16.586,16.464,948.072,0,12,12,12,1,JUMP-INTR-SBJ-N3.mp3,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,948.073,1,1,1,27.774,1,28.304,27.774,977.503,0,13,13,13,1,SBJ-N4-OBJ-N5-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,977.504,1,1,1,16.654,1,,16.654,997.045,0,14,14,14,1,REVEAL-TR-OBJ-N5-SBJ-N4.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,997.045,1,1,1,14.283,1,,14.283,1012.928,0,15,15,15,1,GO-INTR-SBJ-N5.mp3,SBJ-N5-GO-INTR.mp4,SBJ-N5-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1012.929,1,1,1,15.13,1,,15.13,1029.593,0,16,16,16,1,HIDE-INTR-SBJ-N1.mp3,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-REVEAL-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1029.594,1,1,1,20.994,1,,20.994,1052.386,0,17,17,17,1,OBJ-N5-HIDE-TR-SBJ-N3.mp3,OBJ-N5-SBJ-N3-HIDE-TR.mp4,OBJ-N3-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1052.387,1,1,1,23.202,1,21.478,23.202,1077.211,0,18,18,18,1,SBJ-N5-REVEAL-INTR.mp3,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1077.213,1,1,1,14.841,1,,14.841,1093.696,0,19,19,19,1,GO-INTR-SBJ-N5.mp3,SBJ-N5-GO-INTR.mp4,SBJ-N5-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1093.698,1,2,2,21.583,1,,21.583,1116.968,0,20,20,20,1,OBJ-N5-HIDE-TR-SBJ-N1.mp3,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N1-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1116.969,1,2,1,28.783,0,29.374,28.783,1147.716,0,21,21,21,1,REVEAL-TR-OBJ-N5-SBJ-N4.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1147.716,1,2,2,25.334,1,17.928,25.334,1174.65,0,22,22,22,1,LOC-N4-REVEAL-INTR-SBJ-N2.mp3,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-JUMP-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1174.65,1,2,1,39.952,0,32.739,39.952,1216.298,0,23,23,23,1,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N4-SBJ-N5-PUSH-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1216.299,1,1,1,16.4,1,,16.4,1234.451,0,24,24,24,1,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1234.451,1,1,2,29.964,0,29.344,29.964,1266.198,0,25,25,25,1,LOC-N4-REVEAL-INTR-SBJ-N2.mp3,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1266.202,1,2,2,16.495,1,16.4,16.495,1284.231,0,26,26,26,1,SBJ-N5-LOC-N4-REVEAL-INTR.mp3,SBJ-N5-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-JUMP-INTR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1284.231,1,2,2,22.978,1,22.081,22.978,1308.847,0,27,27,27,1,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N4-SBJ-N5-REVEAL-TR-LOC-N1.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1308.849,1,1,1,19.866,1,19.554,19.866,1330.44,0,28,28,28,1,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N1-SBJ-N5-REVEAL-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1330.44,1,2,2,30.614,1,23.485,30.614,1362.545,0,29,29,29,1,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N2-SBJ-N5-PUSH-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1362.546,1,1,1,19.794,1,19.716,19.794,1383.933,0,30,30,30,1,SBJ-N1-LOC-N3-OBJ-N5-REVEAL-TR.mp3,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,OBJ-N3-SBJ-N1-HIDE-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1383.934,1,1,1,18.135,1,16.962,18.135,1403.649,0,31,31,31,1,GO-INTR-SBJ-N3.mp3,SBJ-N3-GO-INTR.mp4,SBJ-N3-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1403.655,1,2,1,28.165,0,28.263,28.165,1433.417,0,32,32,32,1,SBJ-N3-LOC-N4-PUSH-TR-OBJ-N5.mp3,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-PUSH-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1433.418,1,1,1,16.044,1,,16.044,1451.045,0,33,33,33,1,OBJ-N5-HIDE-TR-Ab-SBJ-N1.mp3,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp4,OBJ-N5-Aa-SBJ-N1-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1451.047,1,1,1,15.121,1,15.368,15.121,1467.72,0,34,34,34,1,SBJ-N1-JUMP-INTR.mp3,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1467.72,1,1,1,16.75,1,,16.75,1486.066,0,35,35,35,1,HIDE-INTR-SBJ-N2-LOC-N3.mp3,SBJ-N2-HIDE-INTR-LOC-N3.mp4,SBJ-N3-GO-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1486.066,1,2,1,29.982,0,19.559,29.982,1517.902,0,36,36,36,1,SBJ-N4-LOC-N5-HIDE-INTR.mp3,SBJ-N4-HIDE-INTR-LOC-N5.mp4,SBJ-N5-HIDE-INTR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1517.904,1,2,2,23.676,1,23.832,23.676,1543.116,0,37,37,37,1,SBJ-N5-LOC-N4-GO-INTR.mp3,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1543.118,1,1,1,27.119,1,15.566,27.119,1572.393,0,38,38,38,1,LOC-N2-JUMP-INTR-SBJ-N3.mp3,SBJ-N3-JUMP-INTR-LOC-N2.mp4,SBJ-N2-JUMP-INTR-LOC-N3.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1572.393,1,1,1,15.874,1,15.782,15.874,1589.891,0,39,39,39,1,LOC-N1-SBJ-N4-JUMP-INTR.mp3,SBJ-N4-JUMP-INTR-LOC-N1.mp4,SBJ-N1-REVEAL-INTR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1589.892,1,2,2,107.647,1,99.916,107.647,1909.417,0,40,40,40,1,SBJ-N2-Ab-OBJ-N5-HIDE-TR.mp3,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N2-Aa-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,1909.418,1,1,2,36.34,0,20.101,36.34,1947.458,0,41,41,41,1,OBJ-N5-LOC-N4-SBJ-N3-REVEAL-TR.mp3,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-REVEAL-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,1981.94,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ.|N4|HIDE|OBJ.|N5,PUSH|N5|LOC.|N4|OBJ.|SBJ.|HIDE,pif|dabi|zsübe|fer|timó,vánta|timó|pa|dabi|fer|pif|zsübe,pif dabi zsübe fer timó,1,7.576,29.776,2025.592,0,0,0,0,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ.|N4|HIDE|OBJ.|N5,PUSH|N5|LOC.|N4|OBJ.|SBJ.|HIDE,pif-dabi zsübe fer-timó,pif|dabi|zsübe|fer|timó,vánta|timó|pa|dabi|fer|pif|zsübe,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N3 JUMP-INTR,,,2026.1,1,SBJ-N3-JUMP-INTR.mp4,JUMP|SBJ.|N3,JUMP|Aa|SBJ.|N4|N3,bonip|pif|zilép,bonip|gyék|pif|dabi|zilép,pif dabi bonip,0,6.68,11.334,2053.549,0,1,1,1,1,SBJ-N3-JUMP-INTR.mp4,JUMP|SBJ.|N3,JUMP|Aa|SBJ.|N4|N3,bonip pif-zilép,bonip|pif|zilép,bonip|gyék|pif|dabi|zilép,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N4 GO-INTR,,,2054.054,1,SBJ-N4-GO-INTR.mp4,SBJ.|N4|GO,N3|SBJ.|OBJ.|N4|GO,pif|dabi|kávler,zilép|pif|fer|dabi|kávler,dabi pif kávler,0,8.613,22.094,2082.8,0,2,2,2,1,SBJ-N4-GO-INTR.mp4,SBJ.|N4|GO,N3|SBJ.|OBJ.|N4|GO,pif-dabi kávler,pif|dabi|kávler,zilép|pif|fer|dabi|kávler,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 PUSH-TR,,,2083.327,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,SBJ.|N4|OBJ.|N5|PUSH,N2|N4|PUSH|HIDE|N5|OBJ.|SBJ.,pif|dabi|fer|timó|vánta,murak|dabi|vánta|zsübe|timó|fer|pif,pif dabi fer timó vánta,1,6.54,20.717,2107.104,0,3,3,3,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,SBJ.|N4|OBJ.|N5|PUSH,N2|N4|PUSH|HIDE|N5|OBJ.|SBJ.,pif-dabi fer-timó vánta,pif|dabi|fer|timó|vánta,murak|dabi|vánta|zsübe|timó|fer|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N3 REVEAL-TR,,,2107.615,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ.|N5|REVEAL|SBJ.|N3,REVEAL|N3|N5|Ab|SBJ.|OBJ.|N1,fer|timó|girda|pif|zilép,girda|zilép|timó|zsot|pif|fer|pekli,pif timó fer zilép girda,0,6.813,23.307,2135.452,0,4,4,4,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ.|N5|REVEAL|SBJ.|N3,REVEAL|N3|N5|Ab|SBJ.|OBJ.|N1,fer-timó girda pif-zilép,fer|timó|girda|pif|zilép,girda|zilép|timó|zsot|pif|fer|pekli,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N4 HIDE-INTR,,,2135.983,1,SBJ-N4-HIDE-INTR.mp4,HIDE|SBJ.|N4,HIDE|SBJ.|N2|N4|N3,zsübe|pif|dabi,zsübe|pif|murak|dabi|zilép,pif zsübe dabi,0,9.946,16.825,2156.316,0,5,5,5,1,SBJ-N4-HIDE-INTR.mp4,HIDE|SBJ.|N4,HIDE|SBJ.|N2|N4|N3,zsübe pif-dabi,zsübe|pif|dabi,zsübe|pif|murak|dabi|zilép,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 PUSH-TR,,,2156.82,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,SBJ.|N4|OBJ.|N5|PUSH,SBJ.|N2|N5|PUSH|N4|JUMP|OBJ.,pif|dabi|fer|timó|vánta,pif|murak|timó|vánta|dabi|bonip|fer,pif dabi fer timó vánta,1,6.905,16.016,2176.314,0,6,6,6,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,SBJ.|N4|OBJ.|N5|PUSH,SBJ.|N2|N5|PUSH|N4|JUMP|OBJ.,pif-dabi fer-timó vánta,pif|dabi|fer|timó|vánta,pif|murak|timó|vánta|dabi|bonip|fer,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N3 REVEAL-INTR,,,2176.828,1,SBJ-N3-REVEAL-INTR.mp4,SBJ.|N3|REVEAL,Aa|REVEAL|N3|LOC.|SBJ.,pif|zilép|girda,gyék|girda|zilép|pa|pif,pif zilép girda,1,4.436,11.144,2190.996,0,7,7,7,1,SBJ-N3-REVEAL-INTR.mp4,SBJ.|N3|REVEAL,Aa|REVEAL|N3|LOC.|SBJ.,pif-zilép girda,pif|zilép|girda,gyék|girda|zilép|pa|pif,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 REVEAL-TR,,,2191.498,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,REVEAL|OBJ.|N5|SBJ.|N4,N4|SBJ.|Aa|N2|N5|REVEAL|OBJ.,girda|fer|timó|pif|dabi,dabi|pif|gyék|murak|timó|girda|fer,pif timó fer dabi girda,0,6.342,18.709,2214.356,0,8,8,8,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,REVEAL|OBJ.|N5|SBJ.|N4,N4|SBJ.|Aa|N2|N5|REVEAL|OBJ.,girda fer-timó pif-dabi,girda|fer|timó|pif|dabi,dabi|pif|gyék|murak|timó|girda|fer,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,SBJ.N3 JUMP-INTR,,,2214.86,1,SBJ-N3-JUMP-INTR.mp4,JUMP|SBJ.|N3,JUMP|GO|N3|SBJ.|N5,bonip|pif|zilép,bonip|kávler|zilép|pif|timó,pif timó bonip,0,6.359,11.295,2232.965,0,9,9,9,1,SBJ-N3-JUMP-INTR.mp4,JUMP|SBJ.|N3,JUMP|GO|N3|SBJ.|N5,bonip pif-zilép,bonip|pif|zilép,bonip|kávler|zilép|pif|timó,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,2233.466,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ.|N4|HIDE|OBJ.|N5,Aa|HIDE|N5|REVEAL|OBJ.|SBJ.|N4,pif|dabi|zsübe|fer|timó,gyék|zsübe|timó|girda|fer|pif|dabi,pif dabi zsübe fer timó,1,6.916,23.929,2260.73,0,10,10,10,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ.|N4|HIDE|OBJ.|N5,Aa|HIDE|N5|REVEAL|OBJ.|SBJ.|N4,pif-dabi zsübe fer-timó,pif|dabi|zsübe|fer|timó,gyék|zsübe|timó|girda|fer|pif|dabi,
