wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,638.3848,1,1,1,19.8751,1,18.7165,19.8751,661.069,0,7,7,7,1,SBJ-N2-REVEAL-INTR.mp3,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,661.0706,1,2,2,37.7473,1,30.5782,37.7473,700.8798,0,8,8,8,1,OBJ-N5-SBJ-N4-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,700.8812,1,1,1,15.7717,1,16.2424,15.7717,718.9026,0,9,9,9,1,SBJ-N1-GO-INTR.mp3,SBJ-N1-GO-INTR.mp4,SBJ-N1-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,718.9043,1,1,1,28.1596,1,27.4587,28.1596,749.0979,0,10,10,10,1,SBJ-N4-REVEAL-INTR.mp3,SBJ-N4-REVEAL-INTR.mp4,SBJ-N4-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,749.0995,1,1,1,22.4441,1,16.0373,22.4441,773.5687,0,11,11,11,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,773.5699,1,1,1,17.1101,1,16.2374,17.1101,792.6784,0,12,12,12,1,SBJ-N3-JUMP-INTR.mp3,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,792.6797,1,2,2,24.6054,1,15.4273,24.6054,819.3805,0,13,13,13,1,OBJ-N5-SBJ-N4-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,819.3815,1,2,2,26.8967,1,19.4605,26.8967,848.4895,0,14,14,14,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,848.4907,1,1,1,25.2175,1,17.473,25.2175,876.6631,0,15,15,15,1,SBJ-N5-GO-INTR.mp3,SBJ-N5-GO-INTR.mp4,SBJ-N5-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,876.6642,1,2,2,17.8929,1,17.3446,17.8929,897.651,0,16,16,16,1,SBJ-N1-HIDE-INTR.mp3,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-REVEAL-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,897.6522,1,1,1,23.9019,1,20.285,23.9019,923.9699,0,17,17,17,1,OBJ-N5-SBJ-N3-HIDE-TR.mp3,OBJ-N5-SBJ-N3-HIDE-TR.mp4,OBJ-N3-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,923.9709,1,1,1,18.5437,1,17.4937,18.5437,946.1609,0,18,18,18,1,SBJ-N5-REVEAL-INTR.mp3,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,946.1624,1,1,1,15.2179,1,15.5786,15.2179,963.5393,0,19,19,19,1,SBJ-N5-GO-INTR.mp3,SBJ-N5-GO-INTR.mp4,SBJ-N5-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,963.5404,1,1,1,19.7436,1,18.6405,19.7436,985.6132,0,20,20,20,1,OBJ-N5-SBJ-N1-HIDE-TR.mp3,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N1-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,985.6141,1,2,2,26.2992,1,25.8751,26.2992,1013.8539,0,21,21,21,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1013.8562,1,1,1,18.1758,1,15.7313,18.1758,1033.9792,0,22,22,22,1,SBJ-N2-REVEAL-INTR-LOC-N4.mp3,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-JUMP-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1033.9804,1,2,2,37.8088,1,23.8407,37.8088,1073.809,0,23,23,23,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp3,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N4-SBJ-N5-PUSH-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1073.8096,1,2,2,18.8841,1,18.2432,18.8841,1094.6479,0,24,24,24,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1094.6496,1,1,1,28.7236,1,16.3109,28.7236,1125.795,0,25,25,25,1,SBJ-N2-REVEAL-INTR-LOC-N4.mp3,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1125.7963,1,1,1,19.49,1,19.2814,19.49,1147.9195,0,26,26,26,1,SBJ-N5-REVEAL-INTR-LOC-N4.mp3,SBJ-N5-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-JUMP-INTR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1147.9209,1,1,2,33.943,0,24.7096,33.943,1183.8965,0,27,27,27,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp3,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N4-SBJ-N5-REVEAL-TR-LOC-N1.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1183.8979,1,1,1,19.7785,1,20.3405,19.7785,1205.7869,0,28,28,28,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N1-SBJ-N5-REVEAL-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1205.7887,1,2,2,23.3625,1,16.7235,23.3625,1231.2692,0,29,29,29,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N2-SBJ-N5-PUSH-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1231.2704,1,1,1,18.8327,1,19.1693,18.8327,1252.4085,0,30,30,30,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp3,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,OBJ-N3-SBJ-N1-HIDE-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1252.4106,1,2,2,16.6438,1,17.1497,16.6438,1271.2075,0,31,31,31,1,SBJ-N3-GO-INTR.mp3,SBJ-N3-GO-INTR.mp4,SBJ-N3-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1271.2087,1,2,2,17.3631,1,17.6254,17.3631,1290.3957,0,32,32,32,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N4.mp3,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-PUSH-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1290.3963,1,2,2,28.1653,1,16.715,28.1653,1320.4183,0,33,33,33,1,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp3,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp4,OBJ-N5-Aa-SBJ-N1-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1320.4194,1,1,1,26.6096,1,18.8868,26.6096,1349.21,0,34,34,34,1,SBJ-N1-JUMP-INTR.mp3,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1349.2117,1,1,1,18.6465,1,18.8811,18.6465,1369.9138,0,35,35,35,1,SBJ-N2-HIDE-INTR-LOC-N3.mp3,SBJ-N2-HIDE-INTR-LOC-N3.mp4,SBJ-N3-GO-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1369.9154,1,1,1,33.2251,1,31.606,33.2251,1405.189,0,36,36,36,1,SBJ-N4-HIDE-INTR-LOC-N5.mp3,SBJ-N4-HIDE-INTR-LOC-N5.mp4,SBJ-N5-HIDE-INTR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1405.1904,1,1,1,17.3274,1,17.9677,17.3274,1424.3457,0,37,37,37,1,SBJ-N5-GO-INTR-LOC-N4.mp3,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1424.3469,1,2,2,16.879,1,,16.879,1443.0202,0,38,38,38,1,SBJ-N3-JUMP-INTR-LOC-N2.mp3,SBJ-N3-JUMP-INTR-LOC-N2.mp4,SBJ-N2-JUMP-INTR-LOC-N3.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1443.0208,1,2,2,20.1903,1,16.0597,20.1903,1465.4281,0,39,39,39,1,SBJ-N4-JUMP-INTR-LOC-N1.mp3,SBJ-N4-JUMP-INTR-LOC-N1.mp4,SBJ-N1-REVEAL-INTR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1465.4287,1,2,2,28.2676,1,19.6429,28.2676,1495.7248,0,40,40,40,1,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp3,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N2-Aa-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,1495.7277,1,2,2,31.859,1,18.5257,31.859,1530.6822,0,41,41,41,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp3,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-REVEAL-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,1547.3251,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,JUMP|N5|N4|HIDE|Ab|N2|REVEAL,timó|dabi|zsübe,bonip|timó|dabi|zsübe|zsot|murak|girda,0,7.141,18.2672,dabi zsübe timó,1573.2419,0,0,0,0,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,JUMP|N5|N4|HIDE|Ab|N2|REVEAL,timó dabi zsübe,timó|dabi|zsübe,bonip|timó|dabi|zsübe|zsot|murak|girda
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,SBJ.N3 JUMP-INTR,,,1573.7456,1,SBJ-N3-JUMP-INTR.mp4,N3|JUMP,N2|N1|Aa|JUMP|Ab|N3,zilép|bonip,murak|pekli|gyék|bonip|zsot|zilép,1,6.727699999,9.203799999,zilép bonip,1592.9155,0,1,1,1,1,SBJ-N3-JUMP-INTR.mp4,N3|JUMP,N2|N1|Aa|JUMP|Ab|N3,zilép bonip,zilép|bonip,murak|pekli|gyék|bonip|zsot|zilép
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,SBJ.N4 GO-INTR,,,1593.43,1,SBJ-N4-GO-INTR.mp4,N4|GO,N4|REVEAL|N2|N1|GO|JUMP,dabi|kávler,dabi|girda|murak|pekli|kávler|bonip,1,5.858,7.7939,dabi kávler,1606.7848,0,2,2,2,1,SBJ-N4-GO-INTR.mp4,N4|GO,N4|REVEAL|N2|N1|GO|JUMP,dabi kávler,dabi|kávler,dabi|girda|murak|pekli|kávler|bonip
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 PUSH-TR,,,1607.2925,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,N5|N4|PUSH,N2|GO|N1|JUMP|N5|PUSH|N4,timó|dabi|vánta,murak|kávler|pekli|bonip|timó|vánta|dabi,0,5.940200001,13.783,timó vánta dabi,1627.1086,0,3,3,3,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,N5|N4|PUSH,N2|GO|N1|JUMP|N5|PUSH|N4,timó dabi vánta,timó|dabi|vánta,murak|kávler|pekli|bonip|timó|vánta|dabi
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N3 REVEAL-TR,,,1627.6214,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,N5|N3|REVEAL,REVEAL|Ab|PUSH|N3|N5|Aa|N1,timó|zilép|girda,girda|zsot|vánta|zilép|timó|gyék|pekli,1,8.587199999,24.5264,timó zilép girda,1657.2385,0,4,4,4,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,N5|N3|REVEAL,REVEAL|Ab|PUSH|N3|N5|Aa|N1,timó zilép girda,timó|zilép|girda,girda|zsot|vánta|zilép|timó|gyék|pekli
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,SBJ.N4 HIDE-INTR,,,1657.7508,1,SBJ-N4-HIDE-INTR.mp4,N4|HIDE,Ab|GO|HIDE|N4|Aa|JUMP,dabi|zsübe,zsot|kávler|zsübe|dabi|gyék|bonip,1,7.379299999,19.4695,dabi zsübe,1683.749,0,5,5,5,1,SBJ-N4-HIDE-INTR.mp4,N4|HIDE,Ab|GO|HIDE|N4|Aa|JUMP,dabi zsübe,dabi|zsübe,zsot|kávler|zsübe|dabi|gyék|bonip
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 PUSH-TR,,,1684.2691,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,N5|N4|PUSH,N5|Aa|N3|Ab|PUSH|N1|N4,timó|dabi|vánta,timó|gyék|zilép|zsot|vánta|pekli|dabi,1,5.6426,10.8652,timó dabi vánta,1702.0546,0,6,6,6,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,N5|N4|PUSH,N5|Aa|N3|Ab|PUSH|N1|N4,timó dabi vánta,timó|dabi|vánta,timó|gyék|zilép|zsot|vánta|pekli|dabi
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,SBJ.N3 REVEAL-INTR,,,1702.5649,1,SBJ-N3-REVEAL-INTR.mp4,N3|REVEAL,N1|N4|HIDE|N5|REVEAL|N3,zilép|girda,pekli|dabi|zsübe|timó|girda|zilép,1,3.9531,7.1775,zilép girda,1713.4571,0,7,7,7,1,SBJ-N3-REVEAL-INTR.mp4,N3|REVEAL,N1|N4|HIDE|N5|REVEAL|N3,zilép girda,zilép|girda,pekli|dabi|zsübe|timó|girda|zilép
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 REVEAL-TR,,,1713.9628,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,N5|N4|REVEAL,Ab|JUMP|N2|REVEAL|N5|PUSH|N4,timó|dabi|girda,zsot|bonip|murak|girda|timó|vánta|dabi,1,9.2766,30.8343,timó dabi girda,1751.4908,0,8,8,8,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,N5|N4|REVEAL,Ab|JUMP|N2|REVEAL|N5|PUSH|N4,timó dabi girda,timó|dabi|girda,zsot|bonip|murak|girda|timó|vánta|dabi
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,SBJ.N3 JUMP-INTR,,,1751.9943,1,SBJ-N3-JUMP-INTR.mp4,N3|JUMP,JUMP|PUSH|Aa|N3|Ab|GO,zilép|bonip,bonip|vánta|gyék|zilép|zsot|kávler,1,7.6189,13.0202,zilép bonip,1768.9592,0,9,9,9,1,SBJ-N3-JUMP-INTR.mp4,N3|JUMP,JUMP|PUSH|Aa|N3|Ab|GO,zilép bonip,zilép|bonip,bonip|vánta|gyék|zilép|zsot|kávler
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,1769.4717,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,N4|N3|REVEAL|N5|HIDE|Aa|N1,timó|dabi|zsübe,dabi|zilép|girda|timó|zsübe|gyék|pekli,1,7.0869,19.4636,timó dabi zsübe,1792.3008,0,10,10,10,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,N4|N3|REVEAL|N5|HIDE|Aa|N1,timó dabi zsübe,timó|dabi|zsübe,dabi|zilép|girda|timó|zsübe|gyék|pekli
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,SBJ.N2 REVEAL-INTR,,,1792.8208,1,SBJ-N2-REVEAL-INTR.mp4,N2|REVEAL,HIDE|N2|GO|REVEAL|PUSH|N5,murak|girda,zsübe|murak|kávler|girda|vánta|timó,1,7.443700001,11.3104,murak girda,1807.5312,0,11,11,11,1,SBJ-N2-REVEAL-INTR.mp4,N2|REVEAL,HIDE|N2|GO|REVEAL|PUSH|N5,murak girda,murak|girda,zsübe|murak|kávler|girda|vánta|timó
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,164057,2008.05.13,2026-05-08_21h51.40.303,BrocantoHPilot1WOSession2,2025.2.4,Win32,59.88023952,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,1808.0384,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,Ab|HIDE|N4|N3|N2|GO|N5,timó|dabi|zsübe,zsot|zsübe|dabi|zilép|murak|kávler|timó,1,8.7824,13.3519,timó dabi zsübe,1823.9839,0,12,12,12,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,Ab|HIDE|N4|N3|N2|GO|N5,timó dabi zsübe,timó|dabi|zsübe,zsot|zsübe|dabi|zilép|murak|kávler|timó
