wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran
,,,,,,,,,,,,1335,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,1349.492,mouse_continue,14.491,,0,41,41,41,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1368.843,1,2,1,61.702,0,37.339,61.702,1433.764,0,0,0,0,1,OBJ-N5-SBJ-N2-HIDE-TR.mp3,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1433.766,1,2,2,27.498,1,22.167,27.498,1464.016,0,1,1,1,1,SBJ-N5-HIDE-INTR.mp3,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1464.018,1,1,1,20.614,1,17.309,20.614,1487.03,0,2,2,2,1,SBJ-N5-JUMP-INTR.mp3,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1487.034,1,2,1,19.634,0,17.554,19.634,1510.438,0,3,3,3,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N3-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1510.439,1,1,1,20.223,1,15.15,20.223,1533.41,0,4,4,4,1,OBJ-N5-SBJ-N3-PUSH-TR.mp3,OBJ-N5-SBJ-N3-PUSH-TR.mp4,OBJ-N3-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1533.417,1,1,2,23.053,0,19.421,23.053,1558.954,0,5,5,5,1,SBJ-N1-HIDE-INTR.mp3,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-REVEAL-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1558.96,1,2,2,24.088,1,17.769,24.088,1585.527,0,6,6,6,1,OBJ-N5-SBJ-N4-HIDE-TR.mp3,OBJ-N5-SBJ-N4-HIDE-TR.mp4,OBJ-N4-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1585.53,1,1,1,33.132,1,29.339,33.132,1621.088,0,7,7,7,1,SBJ-N2-REVEAL-INTR.mp3,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1621.089,1,1,2,20.772,0,16.998,20.772,1644.427,0,8,8,8,1,OBJ-N5-SBJ-N4-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1644.43,1,1,1,19.079,1,17.732,19.079,1666.265,0,9,9,9,1,SBJ-N1-GO-INTR.mp3,SBJ-N1-GO-INTR.mp4,SBJ-N1-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1666.273,1,1,2,25.241,0,22.834,25.241,1693.875,0,10,10,10,1,SBJ-N4-REVEAL-INTR.mp3,SBJ-N4-REVEAL-INTR.mp4,SBJ-N4-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1693.881,1,1,2,24.852,0,19.364,24.852,1720.963,0,11,11,11,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1720.967,1,1,2,31.639,0,26.479,31.639,1754.802,0,12,12,12,1,SBJ-N3-JUMP-INTR.mp3,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1754.807,1,2,1,26.017,0,16.689,26.017,1783.135,0,13,13,13,1,OBJ-N5-SBJ-N4-PUSH-TR.mp3,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1783.136,1,2,2,22.296,1,19.756,22.296,1807.734,0,14,14,14,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1807.74,1,1,1,18.431,1,16.041,18.431,1828.429,0,15,15,15,1,SBJ-N5-GO-INTR.mp3,SBJ-N5-GO-INTR.mp4,SBJ-N5-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1828.435,1,2,2,18.879,1,17.599,18.879,1849.643,0,16,16,16,1,SBJ-N1-HIDE-INTR.mp3,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-REVEAL-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1849.644,1,2,1,25.549,0,20.985,25.549,1879.16,0,17,17,17,1,OBJ-N5-SBJ-N3-HIDE-TR.mp3,OBJ-N5-SBJ-N3-HIDE-TR.mp4,OBJ-N3-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1879.166,1,2,2,19.587,1,18.166,19.587,1900.973,0,18,18,18,1,SBJ-N5-REVEAL-INTR.mp3,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1900.977,1,2,2,33.155,1,28.623,33.155,1936.443,0,19,19,19,1,SBJ-N5-GO-INTR.mp3,SBJ-N5-GO-INTR.mp4,SBJ-N5-JUMP-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1936.448,1,1,1,36.316,1,28.08,36.316,1974.947,0,20,20,20,1,OBJ-N5-SBJ-N1-HIDE-TR.mp3,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N1-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1974.951,1,1,1,22.494,1,18.982,22.494,1999.604,0,21,21,21,1,OBJ-N5-SBJ-N4-REVEAL-TR.mp3,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,1999.61,1,2,1,26.551,0,24.861,26.551,2028.38,0,22,22,22,1,SBJ-N2-REVEAL-INTR-LOC-N4.mp3,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-JUMP-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2028.384,1,2,2,22.207,1,21.1,22.207,2052.618,0,23,23,23,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp3,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N4-SBJ-N5-PUSH-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2052.623,1,1,2,22.421,0,21.014,22.421,2077.696,0,24,24,24,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2077.699,1,2,1,23.446,0,20.724,23.446,2103.3,0,25,25,25,1,SBJ-N2-REVEAL-INTR-LOC-N4.mp3,SBJ-N2-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2103.307,1,2,2,25.344,1,20.999,25.344,2130.907,0,26,26,26,1,SBJ-N5-REVEAL-INTR-LOC-N4.mp3,SBJ-N5-REVEAL-INTR-LOC-N4.mp4,SBJ-N4-JUMP-INTR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2130.912,1,1,2,30.193,0,28.433,30.193,2163.247,0,27,27,27,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp3,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N4-SBJ-N5-REVEAL-TR-LOC-N1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2163.251,1,2,2,19.378,1,18.182,19.378,2184.61,0,28,28,28,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N1-SBJ-N5-REVEAL-TR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2184.614,1,2,2,23.357,1,17.077,23.357,2210.067,0,29,29,29,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N2-SBJ-N5-PUSH-TR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2210.071,1,2,2,23.39,1,19.001,23.39,2235.689,0,30,30,30,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp3,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,OBJ-N3-SBJ-N1-HIDE-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2235.692,1,1,1,22.031,1,20.991,22.031,2260.168,0,31,31,31,1,SBJ-N3-GO-INTR.mp3,SBJ-N3-GO-INTR.mp4,SBJ-N3-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2260.173,1,2,1,21.299,0,16.882,21.299,2283.86,0,32,32,32,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N4.mp3,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-PUSH-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2283.863,1,2,2,19.889,1,19.018,19.889,2305.969,0,33,33,33,1,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp3,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp4,OBJ-N5-Aa-SBJ-N1-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2305.97,1,1,2,26.771,0,21.372,26.771,2334.772,0,34,34,34,1,SBJ-N1-JUMP-INTR.mp3,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2334.778,1,2,2,28.692,1,28.069,28.692,2366.049,0,35,35,35,1,SBJ-N2-HIDE-INTR-LOC-N3.mp3,SBJ-N2-HIDE-INTR-LOC-N3.mp4,SBJ-N3-GO-INTR-LOC-N2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2366.053,1,2,1,25.33,0,19.249,25.33,2393.39,0,36,36,36,1,SBJ-N4-HIDE-INTR-LOC-N5.mp3,SBJ-N4-HIDE-INTR-LOC-N5.mp4,SBJ-N5-HIDE-INTR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2393.392,1,1,1,24.896,1,20.03,24.896,2420.429,0,37,37,37,1,SBJ-N5-GO-INTR-LOC-N4.mp3,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2420.434,1,2,2,18.194,1,16.537,18.194,2440.873,0,38,38,38,1,SBJ-N3-JUMP-INTR-LOC-N2.mp3,SBJ-N3-JUMP-INTR-LOC-N2.mp4,SBJ-N2-JUMP-INTR-LOC-N3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2440.876,1,2,2,18.639,1,17.487,18.639,2461.862,0,39,39,39,1,SBJ-N4-JUMP-INTR-LOC-N1.mp3,SBJ-N4-JUMP-INTR-LOC-N1.mp4,SBJ-N1-REVEAL-INTR-LOC-N4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2461.869,1,1,2,31.148,0,22.353,31.148,2495.071,0,40,40,40,1,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp3,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N2-Aa-SBJ-N5-HIDE-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,2495.074,1,1,2,21.547,0,19.879,21.547,2518.995,0,41,41,41,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp3,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-REVEAL-TR-LOC-N5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 HIDE-TR,,,2542.559,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,JUMP|N5|N4|HIDE|Ab|N2|REVEAL,timó|dabi|zsübe,bonip|timó|dabi|zsübe|zsot|murak|girda,0,19.847,33.227,timó zsübe murak,2601.331,0,0,0,0,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,N5|N4|HIDE,JUMP|N5|N4|HIDE|Ab|N2|REVEAL,timó dabi zsübe,timó|dabi|zsübe,bonip|timó|dabi|zsübe|zsot|murak|girda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,SBJ.N3 JUMP-INTR,,,2601.839,1,SBJ-N3-JUMP-INTR.mp4,N3|JUMP,N2|N1|Aa|JUMP|Ab|N3,zilép|bonip,murak|pekli|gyék|bonip|zsot|zilép,0,10.474,23.663,pekli zsot,2636.051,0,1,1,1,1,SBJ-N3-JUMP-INTR.mp4,N3|JUMP,N2|N1|Aa|JUMP|Ab|N3,zilép bonip,zilép|bonip,murak|pekli|gyék|bonip|zsot|zilép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,SBJ.N4 GO-INTR,,,2636.559,1,SBJ-N4-GO-INTR.mp4,N4|GO,N4|REVEAL|N2|N1|GO|JUMP,dabi|kávler,dabi|girda|murak|pekli|kávler|bonip,0,14.497,22.923,dabi bonip,2682.973,0,2,2,2,1,SBJ-N4-GO-INTR.mp4,N4|GO,N4|REVEAL|N2|N1|GO|JUMP,dabi kávler,dabi|kávler,dabi|girda|murak|pekli|kávler|bonip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,OBJ.N5 SBJ.N4 PUSH-TR,,,2683.486,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,N5|N4|PUSH,N2|GO|N1|JUMP|N5|PUSH|N4,timó|dabi|vánta,murak|kávler|pekli|bonip|timó|vánta|dabi,0,7.053,18.757,dabi kávler murak,2713.491,0,3,3,3,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,N5|N4|PUSH,N2|GO|N1|JUMP|N5|PUSH|N4,timó dabi vánta,timó|dabi|vánta,murak|kávler|pekli|bonip|timó|vánta|dabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
