trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_morph,sentence_form,sentence_frame,foil_sentence,foil_sentence_morph,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,held_out_probe_instance_morph,correct_words,correct_words_form,distractor_words,all_words,all_words_form,previous_encounters,trial_type,audio_1,audio_2,video_1,video_2
28,comprehension,2,1,112,target,OBJ.N5 SBJ.N4 REVEAL-TR LOC.N1,OBJ.N5 LOC.N1 REVEAL-TR SBJ.N4,fer-timó pa-pekli girda pif-dabi,OBJ-SBJ-V.TR-LOC,OBJ.N4 SBJ.N5 REVEAL-TR LOC.N1,REVEAL-TR LOC.N1 SBJ.N5 OBJ.N4,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N4-SBJ-N5-REVEAL-TR-LOC-N1.mp4
29,comprehension,2,1,113,target,OBJ.N5 SBJ.N1 HIDE-TR LOC.N2,SBJ.N1 LOC.N2 HIDE-TR OBJ.N5,pif-pekli pa-murak zsübe fer-timó,OBJ-SBJ-V.TR-LOC,OBJ.N1 SBJ.N5 REVEAL-TR LOC.N2,REVEAL-TR SBJ.N5 LOC.N2 OBJ.N1,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N1-SBJ-N5-REVEAL-TR-LOC-N2.mp4
30,comprehension,2,1,114,target,OBJ.N5 SBJ.N2 PUSH-TR LOC.N4,SBJ.N2 LOC.N4 OBJ.N5 PUSH-TR,pif-murak pa-dabi fer-timó vánta,OBJ-SBJ-V.TR-LOC,OBJ.N2 SBJ.N5 PUSH-TR LOC.N4,PUSH-TR OBJ.N2 LOC.N4 SBJ.N5,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N2-SBJ-N5-PUSH-TR-LOC-N4.mp4
31,comprehension,2,1,115,target,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N3,SBJ.N1 LOC.N3 OBJ.N5 REVEAL-TR,pif-pekli pa-zilép fer-timó girda,OBJ-SBJ-V.TR-LOC,OBJ.N3 SBJ.N1 HIDE-TR LOC.N5,LOC.N5 SBJ.N1 OBJ.N3 HIDE-TR,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-LOC-N3-OBJ-N5-REVEAL-TR.mp3,,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,OBJ-N3-SBJ-N1-HIDE-TR-LOC-N5.mp4
32,comprehension,2,1,116,target,SBJ.N3 GO-INTR,GO-INTR SBJ.N3,kávler pif-zilép,SBJ-V.INTR,SBJ.N3 HIDE-INTR,SBJ.N3 HIDE-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,GO-INTR-SBJ-N3.mp3,,SBJ-N3-GO-INTR.mp4,SBJ-N3-HIDE-INTR.mp4
33,comprehension,2,1,117,target,OBJ.N5 SBJ.N3 PUSH-TR LOC.N4,SBJ.N3 LOC.N4 PUSH-TR OBJ.N5,pif-zilép pa-dabi vánta fer-timó,OBJ-SBJ-V.TR-LOC,OBJ.N4 SBJ.N3 PUSH-TR LOC.N5,LOC.N5 PUSH-TR SBJ.N3 OBJ.N4,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,SBJ-N3-LOC-N4-PUSH-TR-OBJ-N5.mp3,,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-PUSH-TR-LOC-N5.mp4
34,comprehension,2,1,118,target,OBJ.N5 Ab SBJ.N1 HIDE-TR,OBJ.N5 HIDE-TR Ab SBJ.N1,fer-timó zsübe zsot pif-pekli,OBJ-SBJ-V.TR,OBJ.N5 Aa SBJ.N1 PUSH-TR,PUSH-TR OBJ.N5 Aa SBJ.N1,OBJ-SBJ-V.TR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,OBJ-N5-HIDE-TR-Ab-SBJ-N1.mp3,,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp4,OBJ-N5-Aa-SBJ-N1-PUSH-TR.mp4
35,comprehension,2,1,119,target,SBJ.N1 JUMP-INTR,SBJ.N1 JUMP-INTR,pif-pekli bonip,SBJ-V.INTR,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-JUMP-INTR.mp3,,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-GO-INTR.mp4
36,comprehension,2,1,120,target,SBJ.N2 HIDE-INTR LOC.N3,HIDE-INTR SBJ.N2 LOC.N3,zsübe pif-murak pa-zilép,SBJ-V.INTR-LOC,SBJ.N3 GO-INTR LOC.N2,LOC.N2 GO-INTR SBJ.N3,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,HIDE-INTR-SBJ-N2-LOC-N3.mp3,,SBJ-N2-HIDE-INTR-LOC-N3.mp4,SBJ-N3-GO-INTR-LOC-N2.mp4
37,comprehension,2,1,121,target,SBJ.N4 HIDE-INTR LOC.N5,SBJ.N4 LOC.N5 HIDE-INTR,pif-dabi pa-timó zsübe,SBJ-V.INTR-LOC,SBJ.N5 HIDE-INTR LOC.N4,HIDE-INTR SBJ.N5 LOC.N4,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,SBJ-N4-LOC-N5-HIDE-INTR.mp3,,SBJ-N4-HIDE-INTR-LOC-N5.mp4,SBJ-N5-HIDE-INTR-LOC-N4.mp4
38,comprehension,2,1,122,target,SBJ.N5 GO-INTR LOC.N4,SBJ.N5 LOC.N4 GO-INTR,pif-timó pa-dabi kávler,SBJ-V.INTR-LOC,SBJ.N4 REVEAL-INTR LOC.N5,REVEAL-INTR SBJ.N4 LOC.N5,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N5-LOC-N4-GO-INTR.mp3,,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N4-REVEAL-INTR-LOC-N5.mp4
39,comprehension,2,1,123,target,SBJ.N3 JUMP-INTR LOC.N2,LOC.N2 JUMP-INTR SBJ.N3,pa-murak bonip pif-zilép,SBJ-V.INTR-LOC,SBJ.N2 JUMP-INTR LOC.N3,LOC.N3 JUMP-INTR SBJ.N2,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,LOC-N2-JUMP-INTR-SBJ-N3.mp3,,SBJ-N3-JUMP-INTR-LOC-N2.mp4,SBJ-N2-JUMP-INTR-LOC-N3.mp4
40,comprehension,2,1,124,target,SBJ.N4 JUMP-INTR LOC.N1,LOC.N1 SBJ.N4 JUMP-INTR,pa-pekli pif-dabi bonip,SBJ-V.INTR-LOC,SBJ.N1 REVEAL-INTR LOC.N4,LOC.N4 SBJ.N1 REVEAL-INTR,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,LOC-N1-SBJ-N4-JUMP-INTR.mp3,,SBJ-N4-JUMP-INTR-LOC-N1.mp4,SBJ-N1-REVEAL-INTR-LOC-N4.mp4
41,comprehension,2,1,125,target,Ab OBJ.N5 SBJ.N2 HIDE-TR,SBJ.N2 Ab OBJ.N5 HIDE-TR,pif-murak zsot fer-timó zsübe,OBJ-SBJ-V.TR,OBJ.N2 Aa SBJ.N5 HIDE-TR,HIDE-TR Aa SBJ.N5 OBJ.N2,OBJ-SBJ-V.TR,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,SBJ-N2-Ab-OBJ-N5-HIDE-TR.mp3,,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N2-Aa-SBJ-N5-HIDE-TR.mp4
42,comprehension,2,1,126,target,OBJ.N5 SBJ.N3 REVEAL-TR LOC.N4,OBJ.N5 LOC.N4 SBJ.N3 REVEAL-TR,fer-timó pa-dabi pif-zilép girda,OBJ-SBJ-V.TR-LOC,OBJ.N4 SBJ.N3 REVEAL-TR LOC.N5,SBJ.N3 LOC.N5 OBJ.N4 REVEAL-TR,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,OBJ-N5-LOC-N4-SBJ-N3-REVEAL-TR.mp3,,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N4-SBJ-N3-REVEAL-TR-LOC-N5.mp4
1,production,2,1,127,target,OBJ.N5 SBJ.N4 HIDE-TR,SBJ.N4 HIDE-TR OBJ.N5,pif-dabi zsübe fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N4|HIDE|OBJ.|N5,pif|dabi|zsübe|fer|timó,PUSH|LOC,PUSH|N5|LOC.|N4|OBJ.|SBJ.|HIDE,vánta|timó|pa|dabi|fer|pif|zsübe,,production,,,OBJ-N5-SBJ-N4-HIDE-TR.mp4,
2,production,2,1,128,target,SBJ.N3 JUMP-INTR,JUMP-INTR SBJ.N3,bonip pif-zilép,SBJ-V.INTR,,,,,,,,,,,JUMP|SBJ.|N3,bonip|pif|zilép,Aa|N4,JUMP|Aa|SBJ.|N4|N3,bonip|gyék|pif|dabi|zilép,,production,,,SBJ-N3-JUMP-INTR.mp4,
3,production,2,1,129,target,SBJ.N4 GO-INTR,SBJ.N4 GO-INTR,pif-dabi kávler,SBJ-V.INTR,,,,,,,,,,,SBJ.|N4|GO,pif|dabi|kávler,N3|OBJ,N3|SBJ.|OBJ.|N4|GO,zilép|pif|fer|dabi|kávler,,production,,,SBJ-N4-GO-INTR.mp4,
4,production,2,1,130,target,OBJ.N5 SBJ.N4 PUSH-TR,SBJ.N4 OBJ.N5 PUSH-TR,pif-dabi fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N4|OBJ.|N5|PUSH,pif|dabi|fer|timó|vánta,N2|HIDE,N2|N4|PUSH|HIDE|N5|OBJ.|SBJ.,murak|dabi|vánta|zsübe|timó|fer|pif,,production,,,OBJ-N5-SBJ-N4-PUSH-TR.mp4,
5,production,2,1,131,target,OBJ.N5 SBJ.N3 REVEAL-TR,OBJ.N5 REVEAL-TR SBJ.N3,fer-timó girda pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,OBJ.|N5|REVEAL|SBJ.|N3,fer|timó|girda|pif|zilép,Ab|N1,REVEAL|N3|N5|Ab|SBJ.|OBJ.|N1,girda|zilép|timó|zsot|pif|fer|pekli,,production,,,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,
6,production,2,1,132,target,SBJ.N4 HIDE-INTR,HIDE-INTR SBJ.N4,zsübe pif-dabi,SBJ-V.INTR,,,,,,,,,,,HIDE|SBJ.|N4,zsübe|pif|dabi,N2|N3,HIDE|SBJ.|N2|N4|N3,zsübe|pif|murak|dabi|zilép,,production,,,SBJ-N4-HIDE-INTR.mp4,
7,production,2,1,133,target,OBJ.N5 SBJ.N4 PUSH-TR,SBJ.N4 OBJ.N5 PUSH-TR,pif-dabi fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N4|OBJ.|N5|PUSH,pif|dabi|fer|timó|vánta,N2|JUMP,SBJ.|N2|N5|PUSH|N4|JUMP|OBJ.,pif|murak|timó|vánta|dabi|bonip|fer,,production,,,OBJ-N5-SBJ-N4-PUSH-TR.mp4,
8,production,2,1,134,target,SBJ.N3 REVEAL-INTR,SBJ.N3 REVEAL-INTR,pif-zilép girda,SBJ-V.INTR,,,,,,,,,,,SBJ.|N3|REVEAL,pif|zilép|girda,Aa|LOC,Aa|REVEAL|N3|LOC.|SBJ.,gyék|girda|zilép|pa|pif,,production,,,SBJ-N3-REVEAL-INTR.mp4,
9,production,2,1,135,target,OBJ.N5 SBJ.N4 REVEAL-TR,REVEAL-TR OBJ.N5 SBJ.N4,girda fer-timó pif-dabi,OBJ-SBJ-V.TR,,,,,,,,,,,REVEAL|OBJ.|N5|SBJ.|N4,girda|fer|timó|pif|dabi,N2|Aa,N4|SBJ.|Aa|N2|N5|REVEAL|OBJ.,dabi|pif|gyék|murak|timó|girda|fer,,production,,,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,
10,production,2,1,136,target,SBJ.N3 JUMP-INTR,JUMP-INTR SBJ.N3,bonip pif-zilép,SBJ-V.INTR,,,,,,,,,,,JUMP|SBJ.|N3,bonip|pif|zilép,GO|N5,JUMP|GO|N3|SBJ.|N5,bonip|kávler|zilép|pif|timó,,production,,,SBJ-N3-JUMP-INTR.mp4,
11,production,2,1,137,target,OBJ.N5 SBJ.N4 HIDE-TR,SBJ.N4 HIDE-TR OBJ.N5,pif-dabi zsübe fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N4|HIDE|OBJ.|N5,pif|dabi|zsübe|fer|timó,REVEAL|Aa,Aa|HIDE|N5|REVEAL|OBJ.|SBJ.|N4,gyék|zsübe|timó|girda|fer|pif|dabi,,production,,,OBJ-N5-SBJ-N4-HIDE-TR.mp4,
12,production,2,1,138,target,SBJ.N2 REVEAL-INTR,SBJ.N2 REVEAL-INTR,pif-murak girda,SBJ-V.INTR,,,,,,,,,,,SBJ.|N2|REVEAL,pif|murak|girda,JUMP|OBJ,N2|OBJ.|REVEAL|JUMP|SBJ.,murak|fer|girda|bonip|pif,,production,,,SBJ-N2-REVEAL-INTR.mp4,
13,production,2,1,139,target,OBJ.N5 SBJ.N4 HIDE-TR,SBJ.N4 HIDE-TR OBJ.N5,pif-dabi zsübe fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N4|HIDE|OBJ.|N5,pif|dabi|zsübe|fer|timó,PUSH|REVEAL,N4|SBJ.|OBJ.|REVEAL|HIDE|PUSH|N5,dabi|pif|fer|girda|zsübe|vánta|timó,,production,,,OBJ-N5-SBJ-N4-HIDE-TR.mp4,
14,production,2,1,140,target,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,pif-pekli kávler,SBJ-V.INTR,,,,,,,,,,,SBJ.|N1|GO,pif|pekli|kávler,N4|LOC,LOC.|GO|N4|SBJ.|N1,pa|kávler|dabi|pif|pekli,,production,,,SBJ-N1-GO-INTR.mp4,
15,production,2,1,141,target,OBJ.N5 SBJ.N3 REVEAL-TR,OBJ.N5 REVEAL-TR SBJ.N3,fer-timó girda pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,OBJ.|N5|REVEAL|SBJ.|N3,fer|timó|girda|pif|zilép,HIDE|PUSH,HIDE|N5|SBJ.|PUSH|OBJ.|REVEAL|N3,zsübe|timó|pif|vánta|fer|girda|zilép,,production,,,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,
16,production,2,1,142,target,SBJ.N3 JUMP-INTR,JUMP-INTR SBJ.N3,bonip pif-zilép,SBJ-V.INTR,,,,,,,,,,,JUMP|SBJ.|N3,bonip|pif|zilép,N5|N1,JUMP|N1|N5|SBJ.|N3,bonip|pekli|timó|pif|zilép,,production,,,SBJ-N3-JUMP-INTR.mp4,
17,production,2,1,143,target,SBJ.N4 HIDE-INTR,HIDE-INTR SBJ.N4,zsübe pif-dabi,SBJ-V.INTR,,,,,,,,,,,HIDE|SBJ.|N4,zsübe|pif|dabi,GO|N5,GO|SBJ.|N5|HIDE|N4,kávler|pif|timó|zsübe|dabi,,production,,,SBJ-N4-HIDE-INTR.mp4,
18,production,2,1,144,target,OBJ.N5 SBJ.N2 PUSH-TR,SBJ.N2 OBJ.N5 PUSH-TR,pif-murak fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N2|OBJ.|N5|PUSH,pif|murak|fer|timó|vánta,N3|N1,N3|PUSH|N2|N1|OBJ.|N5|SBJ.,zilép|vánta|murak|pekli|fer|timó|pif,,production,,,OBJ-N5-SBJ-N2-PUSH-TR.mp4,
19,production,2,1,145,target,SBJ.N5 REVEAL-INTR,SBJ.N5 REVEAL-INTR,pif-timó girda,SBJ-V.INTR,,,,,,,,,,,SBJ.|N5|REVEAL,pif|timó|girda,GO|HIDE,HIDE|GO|N5|REVEAL|SBJ.,zsübe|kávler|timó|girda|pif,,production,,,SBJ-N5-REVEAL-INTR.mp4,
20,production,2,1,146,target,SBJ.N3 HIDE-INTR,SBJ.N3 HIDE-INTR,pif-zilép zsübe,SBJ-V.INTR,,,,,,,,,,,SBJ.|N3|HIDE,pif|zilép|zsübe,Aa|GO,N3|HIDE|Aa|GO|SBJ.,zilép|zsübe|gyék|kávler|pif,,production,,,SBJ-N3-HIDE-INTR.mp4,
21,production,2,1,147,target,OBJ.N5 SBJ.N2 PUSH-TR,SBJ.N2 OBJ.N5 PUSH-TR,pif-murak fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N2|OBJ.|N5|PUSH,pif|murak|fer|timó|vánta,LOC|JUMP,N2|LOC.|JUMP|PUSH|N5|SBJ.|OBJ.,murak|pa|bonip|vánta|timó|pif|fer,,production,,,OBJ-N5-SBJ-N2-PUSH-TR.mp4,
22,production,2,1,148,target,OBJ.N5 SBJ.N1 PUSH-TR,SBJ.N1 OBJ.N5 PUSH-TR,pif-pekli fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N1|OBJ.|N5|PUSH,pif|pekli|fer|timó|vánta,HIDE|LOC,N5|PUSH|OBJ.|LOC.|HIDE|SBJ.|N1,timó|vánta|fer|pa|zsübe|pif|pekli,,production,,,OBJ-N5-SBJ-N1-PUSH-TR.mp4,
23,production,2,1,149,target,OBJ.N5 SBJ.N2 HIDE-TR LOC.N3,HIDE-TR OBJ.N5 LOC.N3 SBJ.N2,zsübe fer-timó pa-zilép pif-murak,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,HIDE|OBJ.|N5|LOC.|N3|SBJ.|N2,zsübe|fer|timó|pa|zilép|pif|murak,N4|REVEAL,LOC.|N2|REVEAL|N5|HIDE|SBJ.|N4|OBJ.|N3,pa|murak|girda|timó|zsübe|pif|dabi|fer|zilép,,production,,,OBJ-N5-SBJ-N2-HIDE-TR-LOC-N3.mp4,
24,production,2,1,150,target,SBJ.N4 REVEAL-INTR LOC.N3,SBJ.N4 REVEAL-INTR LOC.N3,pif-dabi girda pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,SBJ.|N4|REVEAL|LOC.|N3,pif|dabi|girda|pa|zilép,Ab|GO,LOC.|N3|GO|N4|Ab|REVEAL|SBJ.,pa|zilép|kávler|dabi|zsot|girda|pif,,production,,,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,
25,production,2,1,151,target,SBJ.N4 REVEAL-INTR LOC.N3,SBJ.N4 REVEAL-INTR LOC.N3,pif-dabi girda pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,SBJ.|N4|REVEAL|LOC.|N3,pif|dabi|girda|pa|zilép,N1|Ab,REVEAL|N4|N3|LOC.|SBJ.|Ab|N1,girda|dabi|zilép|pa|pif|zsot|pekli,,production,,,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,
26,production,2,1,152,target,OBJ.N5 SBJ.N1 PUSH-TR LOC.N2,OBJ.N5 PUSH-TR SBJ.N1 LOC.N2,fer-timó vánta pif-pekli pa-murak,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,OBJ.|N5|PUSH|SBJ.|N1|LOC.|N2,fer|timó|vánta|pif|pekli|pa|murak,N3|GO,PUSH|N1|N5|LOC.|N2|N3|SBJ.|GO|OBJ.,vánta|pekli|timó|pa|murak|zilép|pif|kávler|fer,,production,,,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,
27,production,2,1,153,target,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N3,SBJ.N1 LOC.N3 OBJ.N5 REVEAL-TR,pif-pekli pa-zilép fer-timó girda,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N1|LOC.|N3|OBJ.|N5|REVEAL,pif|pekli|pa|zilép|fer|timó|girda,JUMP|HIDE,N3|SBJ.|JUMP|OBJ.|N5|REVEAL|HIDE|LOC.|N1,zilép|pif|bonip|fer|timó|girda|zsübe|pa|pekli,,production,,,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N3.mp4,
28,production,2,1,154,target,SBJ.N1 REVEAL-INTR LOC.N5,REVEAL-INTR SBJ.N1 LOC.N5,girda pif-pekli pa-timó,SBJ-V.INTR-LOC,,,,,,,,,,,REVEAL|SBJ.|N1|LOC.|N5,girda|pif|pekli|pa|timó,Ab|N2,N1|SBJ.|N5|N2|LOC.|Ab|REVEAL,pekli|pif|timó|murak|pa|zsot|girda,,production,,,SBJ-N1-REVEAL-INTR-LOC-N5.mp4,
29,production,2,1,155,target,OBJ.N5 SBJ.N2 PUSH-TR LOC.N3,LOC.N3 SBJ.N2 OBJ.N5 PUSH-TR,pa-zilép pif-murak fer-timó vánta,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,LOC.|N3|SBJ.|N2|OBJ.|N5|PUSH,pa|zilép|pif|murak|fer|timó|vánta,N1|REVEAL,N2|N3|PUSH|N5|SBJ.|N1|OBJ.|REVEAL|LOC.,murak|zilép|vánta|timó|pif|pekli|fer|girda|pa,,production,,,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N3.mp4,
30,production,2,1,156,target,OBJ.N5 SBJ.N1 HIDE-TR LOC.N2,SBJ.N1 LOC.N2 HIDE-TR OBJ.N5,pif-pekli pa-murak zsübe fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N1|LOC.|N2|HIDE|OBJ.|N5,pif|pekli|pa|murak|zsübe|fer|timó,N3|Ab,HIDE|N2|LOC.|OBJ.|N3|N5|N1|Ab|SBJ.,zsübe|murak|pa|fer|zilép|timó|pekli|zsot|pif,,production,,,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,
31,production,2,1,157,target,OBJ.N5 SBJ.N2 PUSH-TR LOC.N4,SBJ.N2 LOC.N4 OBJ.N5 PUSH-TR,pif-murak pa-dabi fer-timó vánta,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N2|LOC.|N4|OBJ.|N5|PUSH,pif|murak|pa|dabi|fer|timó|vánta,Ab|HIDE,LOC.|N2|OBJ.|PUSH|HIDE|SBJ.|Ab|N4|N5,pa|murak|fer|vánta|zsübe|pif|zsot|dabi|timó,,production,,,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,
32,production,2,1,158,target,OBJ.N5 SBJ.N3 REVEAL-TR,OBJ.N5 REVEAL-TR SBJ.N3,fer-timó girda pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,OBJ.|N5|REVEAL|SBJ.|N3,fer|timó|girda|pif|zilép,GO|Ab,N5|GO|OBJ.|N3|Ab|SBJ.|REVEAL,timó|kávler|fer|zilép|zsot|pif|girda,,production,,,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,
33,production,2,1,159,target,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,fer-timó pif-zilép zsübe pa-dabi,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,OBJ.|N5|SBJ.|N3|HIDE|LOC.|N4,fer|timó|pif|zilép|zsübe|pa|dabi,GO|REVEAL,N5|OBJ.|HIDE|REVEAL|SBJ.|GO|LOC.|N4|N3,timó|fer|zsübe|girda|pif|kávler|pa|dabi|zilép,,production,,,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,
34,production,2,1,160,target,Aa SBJ.N5 JUMP-INTR,JUMP-INTR Aa SBJ.N5,bonip gyék pif-timó,SBJ-V.INTR,,,,,,,,,,,JUMP|Aa|SBJ.|N5,bonip|gyék|pif|timó,GO|N4,N4|GO|SBJ.|N5|JUMP|Aa,dabi|kávler|pif|timó|bonip|gyék,,production,,,Aa-SBJ-N5-JUMP-INTR.mp4,
35,production,2,1,161,target,SBJ.N3 HIDE-INTR,SBJ.N3 HIDE-INTR,pif-zilép zsübe,SBJ-V.INTR,,,,,,,,,,,SBJ.|N3|HIDE,pif|zilép|zsübe,LOC|Ab,HIDE|SBJ.|LOC.|Ab|N3,zsübe|pif|pa|zsot|zilép,,production,,,SBJ-N3-HIDE-INTR.mp4,
36,production,2,1,162,target,SBJ.N3 GO-INTR LOC.N2,LOC.N2 GO-INTR SBJ.N3,pa-murak kávler pif-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N2|GO|SBJ.|N3,pa|murak|kávler|pif|zilép,Aa|REVEAL,LOC.|SBJ.|N2|GO|REVEAL|N3|Aa,pa|pif|murak|kávler|girda|zilép|gyék,,production,,,SBJ-N3-GO-INTR-LOC-N2.mp4,
37,production,2,1,163,target,SBJ.N1 HIDE-INTR LOC.N5,HIDE-INTR LOC.N5 SBJ.N1,zsübe pa-timó pif-pekli,SBJ-V.INTR-LOC,,,,,,,,,,,HIDE|LOC.|N5|SBJ.|N1,zsübe|pa|timó|pif|pekli,PUSH|OBJ,SBJ.|N1|HIDE|PUSH|LOC.|N5|OBJ.,pif|pekli|zsübe|vánta|pa|timó|fer,,production,,,SBJ-N1-HIDE-INTR-LOC-N5.mp4,
38,production,2,1,164,target,SBJ.N1 JUMP-INTR LOC.N5,LOC.N5 SBJ.N1 JUMP-INTR,pa-timó pif-pekli bonip,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N5|SBJ.|N1|JUMP,pa|timó|pif|pekli|bonip,HIDE|OBJ,LOC.|OBJ.|HIDE|SBJ.|JUMP|N1|N5,pa|fer|zsübe|pif|bonip|pekli|timó,,production,,,SBJ-N1-JUMP-INTR-LOC-N5.mp4,
39,production,2,1,165,target,SBJ.N5 GO-INTR LOC.N3,GO-INTR SBJ.N5 LOC.N3,kávler pif-timó pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,GO|SBJ.|N5|LOC.|N3,kávler|pif|timó|pa|zilép,N4|Aa,N3|LOC.|Aa|N4|GO|N5|SBJ.,zilép|pa|gyék|dabi|kávler|timó|pif,,production,,,SBJ-N5-GO-INTR-LOC-N3.mp4,
40,production,2,1,166,target,SBJ.N5 HIDE-INTR LOC.N2,LOC.N2 HIDE-INTR SBJ.N5,pa-murak zsübe pif-timó,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N2|HIDE|SBJ.|N5,pa|murak|zsübe|pif|timó,N4|N3,N4|HIDE|N3|SBJ.|N2|LOC.|N5,dabi|zsübe|zilép|pif|murak|pa|timó,,production,,,SBJ-N5-HIDE-INTR-LOC-N2.mp4,
41,production,2,1,167,target,OBJ.N5 SBJ.N3 HIDE-TR LOC.N2,HIDE-TR OBJ.N5 LOC.N2 SBJ.N3,zsübe fer-timó pa-murak pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,HIDE|OBJ.|N5|LOC.|N2|SBJ.|N3,zsübe|fer|timó|pa|murak|pif|zilép,Aa|GO,GO|HIDE|LOC.|N2|SBJ.|N5|N3|OBJ.|Aa,kávler|zsübe|pa|murak|pif|timó|zilép|fer|gyék,,production,,,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N2.mp4,
