trial_id_global,difficulty,session,trial_type,sentence_frame,sentence
328,2,2,production,SBJ-V.INTR,Ab SBJ.N3 JUMP-INTR
329,1,2,production,SBJ-V.INTR,SBJ.N5 GO-INTR
330,4,2,production,SBJ-V.INTR-LOC,Aa SBJ.N2 HIDE-INTR Ab LOC.N5
331,4,2,production,SBJ-V.INTR-LOC,Ab SBJ.N1 JUMP-INTR Aa LOC.N4
332,3,2,production,SBJ-V.INTR-LOC,Aa SBJ.N1 JUMP-INTR LOC.N4
333,4,2,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N3
334,4,2,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N1 REVEAL-TR
375,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N1 PUSH-TR Ab LOC.N2
376,3,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR LOC.N5
377,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 HIDE-TR Ab LOC.N4
378,4,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5
379,5,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 REVEAL-TR Ab LOC.N1
380,3,3,passive,SBJ-V.INTR-LOC,SBJ.N3 REVEAL-INTR Ab LOC.N2
381,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2
382,2,3,passive,SBJ-V.INTR,Ab SBJ.N2 HIDE-INTR
383,3,3,passive,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR Ab LOC.N4
384,3,3,passive,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N1 PUSH-TR
385,3,3,passive,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR Ab LOC.N3
386,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 REVEAL-TR LOC.N3
387,1,3,passive,SBJ-V.INTR,SBJ.N3 JUMP-INTR
388,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR
389,5,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 PUSH-TR Ab LOC.N2
390,3,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N3 REVEAL-INTR LOC.N4
391,2,3,passive,SBJ-V.INTR,Ab SBJ.N2 GO-INTR
392,2,3,passive,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N2 HIDE-TR
393,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N1 REVEAL-TR
394,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 PUSH-TR LOC.N3
395,1,3,passive,SBJ-V.INTR,SBJ.N1 GO-INTR
396,3,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N1 HIDE-TR
397,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 HIDE-TR LOC.N4
398,2,3,passive,SBJ-V.INTR,Ab SBJ.N2 HIDE-INTR
399,5,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N2 REVEAL-TR Ab LOC.N1
400,2,3,passive,SBJ-V.INTR,Ab SBJ.N1 JUMP-INTR
401,2,3,passive,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N2 PUSH-TR
402,2,3,passive,SBJ-V.INTR,Ab SBJ.N4 JUMP-INTR
403,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR
404,3,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 PUSH-TR LOC.N4
405,5,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N2 HIDE-TR Ab LOC.N3
406,2,3,passive,SBJ-V.INTR,Ab SBJ.N3 GO-INTR
407,1,3,passive,SBJ-V.INTR,SBJ.N5 HIDE-INTR
408,3,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N5 HIDE-INTR LOC.N2
409,3,3,passive,SBJ-V.INTR-LOC,SBJ.N3 JUMP-INTR Aa LOC.N4
410,4,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N5 GO-INTR Aa LOC.N3
411,4,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N4 HIDE-INTR Aa LOC.N3
412,4,3,passive,SBJ-V.INTR-LOC,Aa SBJ.N1 GO-INTR Aa LOC.N4
413,3,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N1 JUMP-INTR LOC.N4
414,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR
415,4,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N4 PUSH-TR LOC.N2
416,3,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N4 REVEAL-TR
417,4,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N3 REVEAL-INTR Ab LOC.N2
418,5,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 PUSH-TR Ab LOC.N2
419,2,3,comprehension,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR LOC.N4
420,4,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N1 REVEAL-TR Ab LOC.N4
421,3,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR LOC.N5
422,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N2 HIDE-TR LOC.N4
423,4,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N1 REVEAL-TR Ab LOC.N2
424,4,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR
425,3,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N3 REVEAL-INTR LOC.N5
426,1,3,comprehension,SBJ-V.INTR,SBJ.N3 JUMP-INTR
427,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N5 HIDE-INTR
428,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N2 REVEAL-INTR Ab LOC.N3
429,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR LOC.N4
430,4,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N2 HIDE-TR
431,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N2 GO-INTR
432,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR Ab LOC.N4
433,2,3,comprehension,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N2 PUSH-TR
434,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N1 REVEAL-TR Ab LOC.N2
435,1,3,comprehension,SBJ-V.INTR,SBJ.N1 HIDE-INTR
436,4,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N1 HIDE-TR
437,5,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N2
438,4,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR
439,5,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 REVEAL-TR Ab LOC.N1
440,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N3 JUMP-INTR
441,3,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 PUSH-TR LOC.N2
442,3,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N3 HIDE-TR
443,1,3,comprehension,SBJ-V.INTR,SBJ.N1 GO-INTR
444,1,3,comprehension,SBJ-V.INTR,SBJ.N5 HIDE-INTR
445,3,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N4 REVEAL-TR
446,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N3 PUSH-TR LOC.N2
447,3,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N2 HIDE-TR
448,1,3,comprehension,SBJ-V.INTR,SBJ.N3 JUMP-INTR
449,1,3,comprehension,SBJ-V.INTR,SBJ.N1 GO-INTR
450,3,3,comprehension,SBJ-V.INTR-LOC,Aa SBJ.N5 GO-INTR LOC.N4
451,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N3 JUMP-INTR Aa LOC.N1
452,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N1 HIDE-INTR Ab LOC.N3
453,3,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N5 JUMP-INTR LOC.N1
454,4,3,comprehension,SBJ-V.INTR-LOC,Aa SBJ.N5 GO-INTR Aa LOC.N2
455,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N1 HIDE-INTR Ab LOC.N4
456,5,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N3
457,6,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR Ab LOC.N4
458,3,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N4 HIDE-TR
459,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N1
460,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N2 REVEAL-INTR Ab LOC.N5
461,3,3,production,SBJ-V.INTR-LOC,Ab SBJ.N5 REVEAL-INTR LOC.N2
462,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 HIDE-TR LOC.N4
463,5,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 PUSH-TR Ab LOC.N4
464,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N5 REVEAL-INTR Ab LOC.N2
465,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N2
466,3,3,production,SBJ-V.INTR-LOC,SBJ.N3 REVEAL-INTR Ab LOC.N2
467,4,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR
468,1,3,production,SBJ-V.INTR,SBJ.N4 JUMP-INTR
469,3,3,production,SBJ-V.INTR-LOC,Ab SBJ.N3 REVEAL-INTR LOC.N4
470,1,3,production,SBJ-V.INTR,SBJ.N1 GO-INTR
471,4,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR
472,6,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR Ab LOC.N4
473,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N1 PUSH-TR LOC.N2
474,3,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N1 HIDE-TR
475,2,3,production,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR LOC.N3
476,2,3,production,SBJ-V.INTR,Ab SBJ.N5 HIDE-INTR
477,2,3,production,SBJ-V.INTR,Ab SBJ.N2 GO-INTR
478,4,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR
479,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2
480,2,3,production,SBJ-V.INTR,Aa SBJ.N5 JUMP-INTR
481,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 PUSH-TR Ab LOC.N1
482,3,3,production,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N1 REVEAL-TR
483,2,3,production,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N1 HIDE-TR
484,2,3,production,SBJ-V.INTR,Aa SBJ.N5 HIDE-INTR
485,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N2
486,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N2 REVEAL-TR Ab LOC.N3
487,2,3,production,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N3 PUSH-TR
488,1,3,production,SBJ-V.INTR,SBJ.N5 HIDE-INTR
489,3,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N3 HIDE-TR
490,1,3,production,SBJ-V.INTR,SBJ.N5 JUMP-INTR
491,2,3,production,SBJ-V.INTR,Ab SBJ.N2 GO-INTR
492,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N2 GO-INTR Aa LOC.N3
493,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N4 JUMP-INTR Ab LOC.N1
494,3,3,production,SBJ-V.INTR-LOC,Aa SBJ.N4 HIDE-INTR LOC.N3
495,4,3,production,SBJ-V.INTR-LOC,Aa SBJ.N5 GO-INTR Ab LOC.N4
496,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N5 JUMP-INTR Aa LOC.N3
497,3,3,production,SBJ-V.INTR-LOC,SBJ.N5 HIDE-INTR Aa LOC.N3
498,3,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 PUSH-TR LOC.N1
499,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2
500,3,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N1 HIDE-TR
541,5,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N2
542,3,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N2 REVEAL-INTR LOC.N3
543,5,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N3
544,2,3,passive,SBJ-V.INTR,Ab SBJ.N1 GO-INTR
545,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR
546,2,3,passive,SBJ-V.INTR-LOC,SBJ.N2 REVEAL-INTR LOC.N4
547,2,3,passive,SBJ-V.INTR-LOC,SBJ.N4 REVEAL-INTR LOC.N5
548,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR
549,6,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR Ab LOC.N4
550,2,3,passive,SBJ-V.INTR,Aa SBJ.N5 JUMP-INTR
551,4,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 HIDE-TR LOC.N2
552,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR
553,2,3,passive,SBJ-V.INTR,Aa SBJ.N5 HIDE-INTR
554,3,3,passive,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR Ab LOC.N3
555,2,3,passive,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR LOC.N2
556,2,3,passive,SBJ-V.INTR,Aa SBJ.N5 JUMP-INTR
557,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR
558,5,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N4
559,1,3,passive,SBJ-V.INTR,SBJ.N3 GO-INTR
560,4,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N4 REVEAL-TR LOC.N3
561,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Aa SBJ.N5 HIDE-TR
562,3,3,passive,SBJ-V.INTR-LOC,SBJ.N3 REVEAL-INTR Ab LOC.N5
563,2,3,passive,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N4 PUSH-TR
564,2,3,passive,SBJ-V.INTR,Ab SBJ.N5 HIDE-INTR
565,5,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 PUSH-TR Ab LOC.N3
566,2,3,passive,SBJ-V.INTR,Ab SBJ.N5 JUMP-INTR
567,2,3,passive,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N2 HIDE-TR
568,4,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N4
569,2,3,passive,SBJ-V.INTR,Aa SBJ.N5 HIDE-INTR
570,3,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 HIDE-TR LOC.N3
571,2,3,passive,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N4 REVEAL-TR
572,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR
573,2,3,passive,SBJ-V.INTR,Ab SBJ.N5 GO-INTR
574,1,3,passive,SBJ-V.INTR,SBJ.N5 JUMP-INTR
575,3,3,passive,SBJ-V.INTR-LOC,SBJ.N3 HIDE-INTR Aa LOC.N2
576,3,3,passive,SBJ-V.INTR-LOC,Aa SBJ.N1 GO-INTR LOC.N4
577,3,3,passive,SBJ-V.INTR-LOC,SBJ.N4 GO-INTR Ab LOC.N2
578,4,3,passive,SBJ-V.INTR-LOC,Ab SBJ.N1 JUMP-INTR Aa LOC.N2
579,3,3,passive,SBJ-V.INTR-LOC,Aa SBJ.N2 HIDE-INTR LOC.N1
580,4,3,passive,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 REVEAL-TR LOC.N2
581,5,3,passive,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 PUSH-TR Ab LOC.N3
582,4,3,passive,OBJ-SBJ-V.TR,Ab OBJ.N5 Aa SBJ.N5 REVEAL-TR
583,4,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N2 REVEAL-TR LOC.N4
584,4,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N5 REVEAL-INTR Ab LOC.N4
585,2,3,comprehension,SBJ-V.INTR,Aa SBJ.N5 GO-INTR
586,3,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N2 HIDE-TR
587,2,3,comprehension,SBJ-V.INTR-LOC,SBJ.N2 REVEAL-INTR LOC.N3
588,4,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 PUSH-TR LOC.N2
589,3,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N2 HIDE-TR
590,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 PUSH-TR Ab LOC.N1
591,1,3,comprehension,SBJ-V.INTR,SBJ.N4 JUMP-INTR
592,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N3 REVEAL-INTR Ab LOC.N5
593,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N5 HIDE-INTR
594,4,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR
595,2,3,comprehension,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR LOC.N4
596,3,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N3
597,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N1 REVEAL-INTR Ab LOC.N5
598,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N1
599,2,3,comprehension,SBJ-V.INTR,Aa SBJ.N5 HIDE-INTR
600,4,3,comprehension,OBJ-SBJ-V.TR,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR
601,1,3,comprehension,SBJ-V.INTR,SBJ.N2 GO-INTR
602,3,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR LOC.N2
603,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N2 HIDE-TR Ab LOC.N4
604,3,3,comprehension,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N1 PUSH-TR
605,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N3 JUMP-INTR
606,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR LOC.N4
607,3,3,comprehension,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N4 PUSH-TR
608,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N2 HIDE-TR LOC.N4
609,3,3,comprehension,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N4 REVEAL-TR
610,1,3,comprehension,SBJ-V.INTR,SBJ.N4 HIDE-INTR
611,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N3 GO-INTR
612,5,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 PUSH-TR Ab LOC.N4
613,4,3,comprehension,OBJ-SBJ-V.TR,Aa OBJ.N5 Ab SBJ.N5 REVEAL-TR
614,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N5 JUMP-INTR
615,2,3,comprehension,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N2 HIDE-TR
616,2,3,comprehension,SBJ-V.INTR,Ab SBJ.N4 HIDE-INTR
617,4,3,comprehension,SBJ-V.INTR-LOC,Ab SBJ.N1 JUMP-INTR Aa LOC.N4
618,4,3,comprehension,SBJ-V.INTR-LOC,Aa SBJ.N5 GO-INTR Ab LOC.N3
619,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N1 GO-INTR Aa LOC.N4
620,4,3,comprehension,SBJ-V.INTR-LOC,Aa SBJ.N2 HIDE-INTR Ab LOC.N5
621,3,3,comprehension,SBJ-V.INTR-LOC,SBJ.N4 JUMP-INTR Aa LOC.N5
622,5,3,comprehension,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 HIDE-TR Ab LOC.N4
623,5,3,comprehension,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR LOC.N4
624,3,3,comprehension,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N3 PUSH-TR
625,3,3,production,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR LOC.N3
626,5,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N4 PUSH-TR Ab LOC.N3
627,3,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N4 HIDE-TR
628,2,3,production,SBJ-V.INTR,Aa SBJ.N5 JUMP-INTR
629,3,3,production,SBJ-V.INTR-LOC,Ab SBJ.N3 REVEAL-INTR LOC.N5
630,4,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N2 REVEAL-TR LOC.N4
631,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N4
632,3,3,production,SBJ-V.INTR-LOC,SBJ.N5 REVEAL-INTR Ab LOC.N3
633,3,3,production,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N2 PUSH-TR
634,1,3,production,SBJ-V.INTR,SBJ.N3 HIDE-INTR
635,1,3,production,SBJ-V.INTR,SBJ.N5 GO-INTR
636,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 REVEAL-TR LOC.N2
637,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5
638,3,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N2 HIDE-TR
639,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N2 REVEAL-INTR Ab LOC.N5
640,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N1 REVEAL-TR Ab LOC.N2
641,4,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR
642,1,3,production,SBJ-V.INTR,SBJ.N1 HIDE-INTR
643,4,3,production,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5
644,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 SBJ.N1 PUSH-TR Ab LOC.N3
645,2,3,production,SBJ-V.INTR,Aa SBJ.N5 JUMP-INTR
646,4,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR
647,5,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N4 REVEAL-TR LOC.N1
648,3,3,production,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N2 REVEAL-TR
649,2,3,production,SBJ-V.INTR,Ab SBJ.N3 GO-INTR
650,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N3 PUSH-TR LOC.N1
651,1,3,production,SBJ-V.INTR,SBJ.N2 HIDE-INTR
652,3,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N3 HIDE-TR
653,2,3,production,SBJ-V.INTR,Ab SBJ.N3 JUMP-INTR
654,4,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2
655,2,3,production,OBJ-SBJ-V.TR,OBJ.N5 SBJ.N3 PUSH-TR
656,5,3,production,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N3
657,2,3,production,SBJ-V.INTR,Ab SBJ.N2 GO-INTR
658,2,3,production,SBJ-V.INTR,Ab SBJ.N5 GO-INTR
659,4,3,production,SBJ-V.INTR-LOC,Aa SBJ.N4 HIDE-INTR Aa LOC.N5
660,2,3,production,SBJ-V.INTR-LOC,SBJ.N1 JUMP-INTR LOC.N4
661,4,3,production,SBJ-V.INTR-LOC,Aa SBJ.N1 HIDE-INTR Ab LOC.N5
662,4,3,production,SBJ-V.INTR-LOC,Aa SBJ.N1 GO-INTR Aa LOC.N5
663,4,3,production,SBJ-V.INTR-LOC,Aa SBJ.N3 JUMP-INTR Aa LOC.N2
664,3,3,production,OBJ-SBJ-V.TR,OBJ.N5 Ab SBJ.N4 PUSH-TR
665,6,3,production,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N1 HIDE-TR Ab LOC.N2
666,4,3,production,OBJ-SBJ-V.TR,Ab OBJ.N5 Ab SBJ.N1 PUSH-TR
