trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_morph,sentence_form,sentence_frame,foil_sentence,foil_sentence_morph,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,held_out_probe_instance_morph,correct_words,correct_words_form,distractor_words,all_words,all_words_form,previous_encounters,trial_type,audio_1,audio_2,video_1,video_2
19,comprehension,3,1,435,target,SBJ.N1 HIDE-INTR,HIDE-INTR SBJ.N1,zsübe pif-pekli,SBJ-V.INTR,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,HIDE-INTR-SBJ-N1.mp3,,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-GO-INTR.mp4
20,comprehension,3,1,436,target,Ab OBJ.N5 Ab SBJ.N1 HIDE-TR,Ab OBJ.N5 Ab SBJ.N1 HIDE-TR,zsot fer-timó zsot pif-pekli zsübe,OBJ-SBJ-V.TR,Ab OBJ.N5 Aa SBJ.N1 PUSH-TR,Ab OBJ.N5 Aa SBJ.N1 PUSH-TR,OBJ-SBJ-V.TR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,Ab-OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp3,,Ab-OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp4,Ab-OBJ-N5-Aa-SBJ-N1-PUSH-TR.mp4
21,comprehension,3,1,437,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N2,REVEAL-TR Ab SBJ.N1 OBJ.N5 Ab LOC.N2,girda zsot pif-pekli fer-timó zsot pa-murak,OBJ-SBJ-V.TR-LOC,Ab OBJ.N1 SBJ.N5 REVEAL-TR Aa LOC.N2,Ab OBJ.N1 REVEAL-TR SBJ.N5 Aa LOC.N2,OBJ-SBJ-V.TR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,REVEAL-TR-Ab-SBJ-N1-OBJ-N5-Ab-LOC-N2.mp3,,OBJ-N5-Ab-SBJ-N1-REVEAL-TR-Ab-LOC-N2.mp4,Ab-OBJ-N1-SBJ-N5-REVEAL-TR-Aa-LOC-N2.mp4
22,comprehension,3,1,438,target,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,Ab SBJ.N4 PUSH-TR Ab OBJ.N5,zsot pif-dabi vánta zsot fer-timó,OBJ-SBJ-V.TR,Aa OBJ.N5 Ab SBJ.N4 PUSH-TR,Ab SBJ.N4 Aa OBJ.N5 PUSH-TR,OBJ-SBJ-V.TR,wrong_adjective,,,,,,,,,,,,,comprehension,Ab-SBJ-N4-PUSH-TR-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,Aa-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4
23,comprehension,3,1,439,target,OBJ.N5 Ab SBJ.N3 REVEAL-TR Ab LOC.N1,REVEAL-TR Ab LOC.N1 Ab SBJ.N3 OBJ.N5,girda zsot pa-pekli zsot pif-zilép fer-timó,OBJ-SBJ-V.TR-LOC,Ab OBJ.N1 Ab SBJ.N3 PUSH-TR LOC.N5,Ab OBJ.N1 PUSH-TR LOC.N5 Ab SBJ.N3,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,REVEAL-TR-Ab-LOC-N1-Ab-SBJ-N3-OBJ-N5.mp3,,OBJ-N5-Ab-SBJ-N3-REVEAL-TR-Ab-LOC-N1.mp4,Ab-OBJ-N1-Ab-SBJ-N3-PUSH-TR-LOC-N5.mp4
24,comprehension,3,1,440,target,Ab SBJ.N3 JUMP-INTR,Ab SBJ.N3 JUMP-INTR,zsot pif-zilép bonip,SBJ-V.INTR,Aa SBJ.N3 REVEAL-INTR,Aa SBJ.N3 REVEAL-INTR,SBJ-V.INTR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,Ab-SBJ-N3-JUMP-INTR.mp3,,Ab-SBJ-N3-JUMP-INTR.mp4,Aa-SBJ-N3-REVEAL-INTR.mp4
25,comprehension,3,1,441,target,OBJ.N5 SBJ.N4 PUSH-TR LOC.N2,LOC.N2 OBJ.N5 SBJ.N4 PUSH-TR,pa-murak fer-timó pif-dabi vánta,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 PUSH-TR LOC.N4,SBJ.N2 LOC.N4 OBJ.N5 PUSH-TR,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4
26,comprehension,3,1,442,target,Ab OBJ.N5 SBJ.N3 HIDE-TR,SBJ.N3 Ab OBJ.N5 HIDE-TR,pif-zilép zsot fer-timó zsübe,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N3 REVEAL-TR,Ab OBJ.N5 REVEAL-TR SBJ.N3,OBJ-SBJ-V.TR,wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N3-Ab-OBJ-N5-HIDE-TR.mp3,,Ab-OBJ-N5-SBJ-N3-HIDE-TR.mp4,Ab-OBJ-N5-SBJ-N3-REVEAL-TR.mp4
27,comprehension,3,1,443,target,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,pif-pekli kávler,SBJ-V.INTR,SBJ.N1 REVEAL-INTR,REVEAL-INTR SBJ.N1,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-GO-INTR.mp3,,SBJ-N1-GO-INTR.mp4,SBJ-N1-REVEAL-INTR.mp4
28,comprehension,3,1,444,target,SBJ.N5 HIDE-INTR,HIDE-INTR SBJ.N5,zsübe pif-timó,SBJ-V.INTR,SBJ.N5 GO-INTR,GO-INTR SBJ.N5,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,HIDE-INTR-SBJ-N5.mp3,,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-GO-INTR.mp4
29,comprehension,3,1,445,target,Ab OBJ.N5 SBJ.N4 REVEAL-TR,REVEAL-TR SBJ.N4 Ab OBJ.N5,girda pif-dabi zsot fer-timó,OBJ-SBJ-V.TR,OBJ.N4 Aa SBJ.N5 REVEAL-TR,OBJ.N4 Aa SBJ.N5 REVEAL-TR,OBJ-SBJ-V.TR,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,REVEAL-TR-SBJ-N4-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-Aa-SBJ-N5-REVEAL-TR.mp4
30,comprehension,3,1,446,target,Ab OBJ.N5 Ab SBJ.N3 PUSH-TR LOC.N2,Ab SBJ.N3 PUSH-TR Ab OBJ.N5 LOC.N2,zsot pif-zilép vánta zsot fer-timó pa-murak,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Aa SBJ.N3 PUSH-TR LOC.N2,Aa SBJ.N3 Ab OBJ.N5 LOC.N2 PUSH-TR,OBJ-SBJ-V.TR-LOC,wrong_adjective,,,,,,,,,,,,,comprehension,Ab-SBJ-N3-PUSH-TR-Ab-OBJ-N5-LOC-N2.mp3,,Ab-OBJ-N5-Ab-SBJ-N3-PUSH-TR-LOC-N2.mp4,Ab-OBJ-N5-Aa-SBJ-N3-PUSH-TR-LOC-N2.mp4
31,comprehension,3,1,447,target,Ab OBJ.N5 SBJ.N2 HIDE-TR,SBJ.N2 Ab OBJ.N5 HIDE-TR,pif-murak zsot fer-timó zsübe,OBJ-SBJ-V.TR,OBJ.N2 Ab SBJ.N5 PUSH-TR,OBJ.N2 PUSH-TR Ab SBJ.N5,OBJ-SBJ-V.TR,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N2-Ab-OBJ-N5-HIDE-TR.mp3,,Ab-OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N2-Ab-SBJ-N5-PUSH-TR.mp4
32,comprehension,3,1,448,target,SBJ.N3 JUMP-INTR,JUMP-INTR SBJ.N3,bonip pif-zilép,SBJ-V.INTR,SBJ.N3 GO-INTR,GO-INTR SBJ.N3,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,JUMP-INTR-SBJ-N3.mp3,,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-GO-INTR.mp4
33,comprehension,3,1,449,target,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,pif-pekli kávler,SBJ-V.INTR,SBJ.N1 JUMP-INTR,SBJ.N1 JUMP-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-GO-INTR.mp3,,SBJ-N1-GO-INTR.mp4,SBJ-N1-JUMP-INTR.mp4
34,comprehension,3,1,450,target,Aa SBJ.N5 GO-INTR LOC.N4,GO-INTR LOC.N4 Aa SBJ.N5,kávler pa-dabi gyék pif-timó,SBJ-V.INTR-LOC,SBJ.N4 GO-INTR Aa LOC.N5,Aa LOC.N5 GO-INTR SBJ.N4,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,GO-INTR-LOC-N4-Aa-SBJ-N5.mp3,,Aa-SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N4-GO-INTR-Aa-LOC-N5.mp4
35,comprehension,3,1,451,target,SBJ.N3 JUMP-INTR Aa LOC.N1,JUMP-INTR Aa LOC.N1 SBJ.N3,bonip gyék pa-pekli pif-zilép,SBJ-V.INTR-LOC,SBJ.N3 HIDE-INTR Ab LOC.N1,SBJ.N3 HIDE-INTR Ab LOC.N1,SBJ-V.INTR-LOC,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,JUMP-INTR-Aa-LOC-N1-SBJ-N3.mp3,,SBJ-N3-JUMP-INTR-Aa-LOC-N1.mp4,SBJ-N3-HIDE-INTR-Ab-LOC-N1.mp4
36,comprehension,3,1,452,target,SBJ.N1 HIDE-INTR Ab LOC.N3,Ab LOC.N3 HIDE-INTR SBJ.N1,zsot pa-zilép zsübe pif-pekli,SBJ-V.INTR-LOC,Aa SBJ.N3 HIDE-INTR LOC.N1,HIDE-INTR Aa SBJ.N3 LOC.N1,SBJ-V.INTR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,Ab-LOC-N3-HIDE-INTR-SBJ-N1.mp3,,SBJ-N1-HIDE-INTR-Ab-LOC-N3.mp4,Aa-SBJ-N3-HIDE-INTR-LOC-N1.mp4
37,comprehension,3,1,453,target,Ab SBJ.N5 JUMP-INTR LOC.N1,LOC.N1 JUMP-INTR Ab SBJ.N5,pa-pekli bonip zsot pif-timó,SBJ-V.INTR-LOC,Aa SBJ.N5 JUMP-INTR LOC.N1,LOC.N1 Aa SBJ.N5 JUMP-INTR,SBJ-V.INTR-LOC,wrong_adjective,,,,,,,,,,,,,comprehension,LOC-N1-JUMP-INTR-Ab-SBJ-N5.mp3,,Ab-SBJ-N5-JUMP-INTR-LOC-N1.mp4,Aa-SBJ-N5-JUMP-INTR-LOC-N1.mp4
38,comprehension,3,1,454,target,Aa SBJ.N5 GO-INTR Aa LOC.N2,Aa SBJ.N5 Aa LOC.N2 GO-INTR,gyék pif-timó gyék pa-murak kávler,SBJ-V.INTR-LOC,Aa SBJ.N2 HIDE-INTR Aa LOC.N5,Aa SBJ.N2 HIDE-INTR Aa LOC.N5,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,Aa-SBJ-N5-Aa-LOC-N2-GO-INTR.mp3,,Aa-SBJ-N5-GO-INTR-Aa-LOC-N2.mp4,Aa-SBJ-N2-HIDE-INTR-Aa-LOC-N5.mp4
39,comprehension,3,1,455,target,SBJ.N1 HIDE-INTR Ab LOC.N4,Ab LOC.N4 SBJ.N1 HIDE-INTR,zsot pa-dabi pif-pekli zsübe,SBJ-V.INTR-LOC,Ab SBJ.N4 HIDE-INTR LOC.N1,Ab SBJ.N4 HIDE-INTR LOC.N1,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,Ab-LOC-N4-SBJ-N1-HIDE-INTR.mp3,,SBJ-N1-HIDE-INTR-Ab-LOC-N4.mp4,Ab-SBJ-N4-HIDE-INTR-LOC-N1.mp4
40,comprehension,3,1,456,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N3,OBJ.N5 Ab LOC.N3 REVEAL-TR Ab SBJ.N1,fer-timó zsot pa-zilép girda zsot pif-pekli,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 PUSH-TR Aa LOC.N3,Ab SBJ.N1 PUSH-TR OBJ.N5 Aa LOC.N3,OBJ-SBJ-V.TR-LOC,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,OBJ-N5-Ab-LOC-N3-REVEAL-TR-Ab-SBJ-N1.mp3,,OBJ-N5-Ab-SBJ-N1-REVEAL-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N1-PUSH-TR-Aa-LOC-N3.mp4
41,comprehension,3,1,457,target,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR Ab LOC.N4,Ab LOC.N4 Ab SBJ.N3 Ab OBJ.N5 HIDE-TR,zsot pa-dabi zsot pif-zilép zsot fer-timó zsübe,OBJ-SBJ-V.TR-LOC,Ab OBJ.N4 Aa SBJ.N3 HIDE-TR Ab LOC.N5,Ab OBJ.N4 Aa SBJ.N3 Ab LOC.N5 HIDE-TR,OBJ-SBJ-V.TR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,Ab-LOC-N4-Ab-SBJ-N3-Ab-OBJ-N5-HIDE-TR.mp3,,Ab-OBJ-N5-Ab-SBJ-N3-HIDE-TR-Ab-LOC-N4.mp4,Ab-OBJ-N4-Aa-SBJ-N3-HIDE-TR-Ab-LOC-N5.mp4
42,comprehension,3,1,458,target,Ab OBJ.N5 SBJ.N4 HIDE-TR,SBJ.N4 HIDE-TR Ab OBJ.N5,pif-dabi zsübe zsot fer-timó,OBJ-SBJ-V.TR,Aa OBJ.N5 SBJ.N4 HIDE-TR,HIDE-TR Aa OBJ.N5 SBJ.N4,OBJ-SBJ-V.TR,wrong_adjective,,,,,,,,,,,,,comprehension,SBJ-N4-HIDE-TR-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N4-HIDE-TR.mp4,Aa-OBJ-N5-SBJ-N4-HIDE-TR.mp4
1,production,3,1,459,target,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N1,Ab OBJ.N5 REVEAL-TR LOC.N1 Ab SBJ.N2,zsot fer-timó girda pa-pekli zsot pif-murak,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|OBJ.|N5|REVEAL|LOC.|N1|Ab|SBJ.|N2,zsot|fer|timó|girda|pa|pekli|zsot|pif|murak,N4|N3,Ab|LOC.|N4|OBJ.|N3|Ab|N2|N5|SBJ.|REVEAL|N1,zsot|pa|dabi|fer|zilép|zsot|murak|timó|pif|girda|pekli,,production,,,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR-LOC-N1.mp4,
2,production,3,1,460,target,Ab SBJ.N2 REVEAL-INTR Ab LOC.N5,REVEAL-INTR Ab LOC.N5 Ab SBJ.N2,girda zsot pa-timó zsot pif-murak,SBJ-V.INTR-LOC,,,,,,,,,,,REVEAL|Ab|LOC.|N5|Ab|SBJ.|N2,girda|zsot|pa|timó|zsot|pif|murak,OBJ|HIDE,LOC.|N5|Ab|OBJ.|SBJ.|REVEAL|N2|Ab|HIDE,pa|timó|zsot|fer|pif|girda|murak|zsot|zsübe,,production,,,Ab-SBJ-N2-REVEAL-INTR-Ab-LOC-N5.mp4,
3,production,3,1,461,target,Ab SBJ.N5 REVEAL-INTR LOC.N2,REVEAL-INTR Ab SBJ.N5 LOC.N2,girda zsot pif-timó pa-murak,SBJ-V.INTR-LOC,,,,,,,,,,,REVEAL|Ab|SBJ.|N5|LOC.|N2,girda|zsot|pif|timó|pa|murak,N4|GO,GO|LOC.|N4|Ab|SBJ.|N2|REVEAL|N5,kávler|pa|dabi|zsot|pif|murak|girda|timó,,production,,,Ab-SBJ-N5-REVEAL-INTR-LOC-N2.mp4,
4,production,3,1,462,target,OBJ.N5 Ab SBJ.N3 HIDE-TR LOC.N4,OBJ.N5 HIDE-TR LOC.N4 Ab SBJ.N3,fer-timó zsübe pa-dabi zsot pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,OBJ.|N5|HIDE|LOC.|N4|Ab|SBJ.|N3,fer|timó|zsübe|pa|dabi|zsot|pif|zilép,GO|JUMP,JUMP|OBJ.|Ab|HIDE|N3|SBJ.|LOC.|N4|N5|GO,bonip|fer|zsot|zsübe|zilép|pif|pa|dabi|timó|kávler,,production,,,OBJ-N5-Ab-SBJ-N3-HIDE-TR-LOC-N4.mp4,
5,production,3,1,463,target,OBJ.N5 Ab SBJ.N3 PUSH-TR Ab LOC.N4,Ab LOC.N4 PUSH-TR Ab SBJ.N3 OBJ.N5,zsot pa-dabi vánta zsot pif-zilép fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|LOC.|N4|PUSH|Ab|SBJ.|N3|OBJ.|N5,zsot|pa|dabi|vánta|zsot|pif|zilép|fer|timó,N1|Aa,Ab|SBJ.|N3|PUSH|OBJ.|Ab|Aa|N1|N5|LOC.|N4,zsot|pif|zilép|vánta|fer|zsot|gyék|pekli|timó|pa|dabi,,production,,,OBJ-N5-Ab-SBJ-N3-PUSH-TR-Ab-LOC-N4.mp4,
6,production,3,1,464,target,Ab SBJ.N5 REVEAL-INTR Ab LOC.N2,Ab SBJ.N5 REVEAL-INTR Ab LOC.N2,zsot pif-timó girda zsot pa-murak,SBJ-V.INTR-LOC,,,,,,,,,,,Ab|SBJ.|N5|REVEAL|Ab|LOC.|N2,zsot|pif|timó|girda|zsot|pa|murak,N1|HIDE,N2|HIDE|LOC.|N5|REVEAL|Ab|SBJ.|N1|Ab,murak|zsübe|pa|timó|girda|zsot|pif|pekli|zsot,,production,,,Ab-SBJ-N5-REVEAL-INTR-Ab-LOC-N2.mp4,
7,production,3,1,465,target,OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N2,SBJ.N3 HIDE-TR OBJ.N5 Ab LOC.N2,pif-zilép zsübe fer-timó zsot pa-murak,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N3|HIDE|OBJ.|N5|Ab|LOC.|N2,pif|zilép|zsübe|fer|timó|zsot|pa|murak,Aa|N1,Aa|N1|N2|Ab|OBJ.|HIDE|N3|SBJ.|LOC.|N5,gyék|pekli|murak|zsot|fer|zsübe|zilép|pif|pa|timó,,production,,,OBJ-N5-SBJ-N3-HIDE-TR-Ab-LOC-N2.mp4,
8,production,3,1,466,target,SBJ.N3 REVEAL-INTR Ab LOC.N2,Ab LOC.N2 SBJ.N3 REVEAL-INTR,zsot pa-murak pif-zilép girda,SBJ-V.INTR-LOC,,,,,,,,,,,Ab|LOC.|N2|SBJ.|N3|REVEAL,zsot|pa|murak|pif|zilép|girda,Aa|N4,Ab|Aa|N3|LOC.|SBJ.|N2|REVEAL|N4,zsot|gyék|zilép|pa|pif|murak|girda|dabi,,production,,,SBJ-N3-REVEAL-INTR-Ab-LOC-N2.mp4,
9,production,3,1,467,target,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR,Ab OBJ.N5 REVEAL-TR Ab SBJ.N3,zsot fer-timó girda zsot pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|OBJ.|N5|REVEAL|Ab|SBJ.|N3,zsot|fer|timó|girda|zsot|pif|zilép,LOC|N1,OBJ.|LOC.|REVEAL|SBJ.|Ab|N3|Ab|N5|N1,fer|pa|girda|pif|zsot|zilép|zsot|timó|pekli,,production,,,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR.mp4,
10,production,3,1,468,target,SBJ.N4 JUMP-INTR,JUMP-INTR SBJ.N4,bonip pif-dabi,SBJ-V.INTR,,,,,,,,,,,JUMP|SBJ.|N4,bonip|pif|dabi,REVEAL|N5,N4|N5|SBJ.|JUMP|REVEAL,dabi|timó|pif|bonip|girda,,production,,,SBJ-N4-JUMP-INTR.mp4,
11,production,3,1,469,target,Ab SBJ.N3 REVEAL-INTR LOC.N4,LOC.N4 REVEAL-INTR Ab SBJ.N3,pa-dabi girda zsot pif-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N4|REVEAL|Ab|SBJ.|N3,pa|dabi|girda|zsot|pif|zilép,Aa|PUSH,Aa|LOC.|SBJ.|REVEAL|N3|PUSH|Ab|N4,gyék|pa|pif|girda|zilép|vánta|zsot|dabi,,production,,,Ab-SBJ-N3-REVEAL-INTR-LOC-N4.mp4,
12,production,3,1,470,target,SBJ.N1 GO-INTR,SBJ.N1 GO-INTR,pif-pekli kávler,SBJ-V.INTR,,,,,,,,,,,SBJ.|N1|GO,pif|pekli|kávler,N3|JUMP,SBJ.|GO|N3|JUMP|N1,pif|kávler|zilép|bonip|pekli,,production,,,SBJ-N1-GO-INTR.mp4,
13,production,3,1,471,target,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,Ab SBJ.N4 PUSH-TR Ab OBJ.N5,zsot pif-dabi vánta zsot fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|SBJ.|N4|PUSH|Ab|OBJ.|N5,zsot|pif|dabi|vánta|zsot|fer|timó,GO|Aa,Ab|OBJ.|GO|Ab|Aa|N4|SBJ.|PUSH|N5,zsot|fer|kávler|zsot|gyék|dabi|pif|vánta|timó,,production,,,Ab-OBJ-N5-Ab-SBJ-N4-PUSH-TR.mp4,
14,production,3,1,472,target,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR Ab LOC.N4,Ab LOC.N4 Ab SBJ.N3 Ab OBJ.N5 REVEAL-TR,zsot pa-dabi zsot pif-zilép zsot fer-timó girda,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|LOC.|N4|Ab|SBJ.|N3|Ab|OBJ.|N5|REVEAL,zsot|pa|dabi|zsot|pif|zilép|zsot|fer|timó|girda,Aa|GO,Ab|Aa|N3|REVEAL|Ab|Ab|OBJ.|N4|LOC.|N5|GO|SBJ.,zsot|gyék|zilép|girda|zsot|zsot|fer|dabi|pa|timó|kávler|pif,,production,,,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR-Ab-LOC-N4.mp4,
15,production,3,1,473,target,Ab OBJ.N5 Ab SBJ.N1 PUSH-TR LOC.N2,PUSH-TR LOC.N2 Ab OBJ.N5 Ab SBJ.N1,vánta pa-murak zsot fer-timó zsot pif-pekli,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,PUSH|LOC.|N2|Ab|OBJ.|N5|Ab|SBJ.|N1,vánta|pa|murak|zsot|fer|timó|zsot|pif|pekli,JUMP|GO,Ab|Ab|OBJ.|N2|LOC.|SBJ.|GO|PUSH|N5|JUMP|N1,zsot|zsot|fer|murak|pa|pif|kávler|vánta|timó|bonip|pekli,,production,,,Ab-OBJ-N5-Ab-SBJ-N1-PUSH-TR-LOC-N2.mp4,
16,production,3,1,474,target,Ab OBJ.N5 SBJ.N1 HIDE-TR,HIDE-TR SBJ.N1 Ab OBJ.N5,zsübe pif-pekli zsot fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,HIDE|SBJ.|N1|Ab|OBJ.|N5,zsübe|pif|pekli|zsot|fer|timó,N4|JUMP,N5|N4|SBJ.|Ab|JUMP|OBJ.|N1|HIDE,timó|dabi|pif|zsot|bonip|fer|pekli|zsübe,,production,,,Ab-OBJ-N5-SBJ-N1-HIDE-TR.mp4,
17,production,3,1,475,target,SBJ.N5 REVEAL-INTR LOC.N3,SBJ.N5 REVEAL-INTR LOC.N3,pif-timó girda pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,SBJ.|N5|REVEAL|LOC.|N3,pif|timó|girda|pa|zilép,JUMP|PUSH,N3|REVEAL|N5|PUSH|JUMP|SBJ.|LOC.,zilép|girda|timó|vánta|bonip|pif|pa,,production,,,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,
18,production,3,1,476,target,Ab SBJ.N5 HIDE-INTR,HIDE-INTR Ab SBJ.N5,zsübe zsot pif-timó,SBJ-V.INTR,,,,,,,,,,,HIDE|Ab|SBJ.|N5,zsübe|zsot|pif|timó,N3|OBJ,SBJ.|Ab|OBJ.|N3|N5|HIDE,pif|zsot|fer|zilép|timó|zsübe,,production,,,Ab-SBJ-N5-HIDE-INTR.mp4,
19,production,3,1,477,target,Ab SBJ.N2 GO-INTR,Ab SBJ.N2 GO-INTR,zsot pif-murak kávler,SBJ-V.INTR,,,,,,,,,,,Ab|SBJ.|N2|GO,zsot|pif|murak|kávler,REVEAL|N4,REVEAL|N4|GO|SBJ.|Ab|N2,girda|dabi|kávler|pif|zsot|murak,,production,,,Ab-SBJ-N2-GO-INTR.mp4,
20,production,3,1,478,target,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR,Ab OBJ.N5 REVEAL-TR Ab SBJ.N3,zsot fer-timó girda zsot pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|OBJ.|N5|REVEAL|Ab|SBJ.|N3,zsot|fer|timó|girda|zsot|pif|zilép,PUSH|Aa,PUSH|N5|REVEAL|N3|Ab|Ab|SBJ.|Aa|OBJ.,vánta|timó|girda|zilép|zsot|zsot|pif|gyék|fer,,production,,,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR.mp4,
21,production,3,1,479,target,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2,SBJ.N4 HIDE-TR Ab LOC.N2 OBJ.N5,pif-dabi zsübe zsot pa-murak fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N4|HIDE|Ab|LOC.|N2|OBJ.|N5,pif|dabi|zsübe|zsot|pa|murak|fer|timó,N1|REVEAL,N4|N2|Ab|HIDE|LOC.|REVEAL|N5|N1|OBJ.|SBJ.,dabi|murak|zsot|zsübe|pa|girda|timó|pekli|fer|pif,,production,,,OBJ-N5-SBJ-N4-HIDE-TR-Ab-LOC-N2.mp4,
22,production,3,1,480,target,Aa SBJ.N5 JUMP-INTR,JUMP-INTR Aa SBJ.N5,bonip gyék pif-timó,SBJ-V.INTR,,,,,,,,,,,JUMP|Aa|SBJ.|N5,bonip|gyék|pif|timó,N3|N4,JUMP|SBJ.|Aa|N5|N4|N3,bonip|pif|gyék|timó|dabi|zilép,,production,,,Aa-SBJ-N5-JUMP-INTR.mp4,
23,production,3,1,481,target,Ab OBJ.N5 SBJ.N3 PUSH-TR Ab LOC.N1,PUSH-TR Ab LOC.N1 Ab OBJ.N5 SBJ.N3,vánta zsot pa-pekli zsot fer-timó pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,PUSH|Ab|LOC.|N1|Ab|OBJ.|N5|SBJ.|N3,vánta|zsot|pa|pekli|zsot|fer|timó|pif|zilép,REVEAL|N2,N1|PUSH|N3|LOC.|OBJ.|Ab|REVEAL|SBJ.|N5|Ab|N2,pekli|vánta|zilép|pa|fer|zsot|girda|pif|timó|zsot|murak,,production,,,Ab-OBJ-N5-SBJ-N3-PUSH-TR-Ab-LOC-N1.mp4,
