trial_id_global,session,subtask,sentence,encounter_count
484,3,production,Aa SBJ.N5 HIDE-INTR,1
485,3,production,OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N2,0
486,3,production,Ab OBJ.N5 SBJ.N2 REVEAL-TR Ab LOC.N3,1
487,3,production,OBJ.N5 SBJ.N3 PUSH-TR,2
488,3,production,SBJ.N5 HIDE-INTR,5
489,3,production,Ab OBJ.N5 SBJ.N3 HIDE-TR,1
490,3,production,SBJ.N5 JUMP-INTR,4
491,3,production,Ab SBJ.N2 GO-INTR,4
492,3,production,Ab SBJ.N2 GO-INTR Aa LOC.N3,0
493,3,production,Ab SBJ.N4 JUMP-INTR Ab LOC.N1,0
494,3,production,Aa SBJ.N4 HIDE-INTR LOC.N3,0
495,3,production,Aa SBJ.N5 GO-INTR Ab LOC.N4,0
496,3,production,Ab SBJ.N5 JUMP-INTR Aa LOC.N3,0
497,3,production,SBJ.N5 HIDE-INTR Aa LOC.N3,0
498,3,production,OBJ.N5 SBJ.N2 PUSH-TR LOC.N1,1
499,3,production,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2,2
500,3,production,Ab OBJ.N5 SBJ.N1 HIDE-TR,2
541,3,passive,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N2,0
542,3,passive,Ab SBJ.N2 REVEAL-INTR LOC.N3,1
543,3,passive,Ab OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N3,0
544,3,passive,Ab SBJ.N1 GO-INTR,2
545,3,passive,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR,1
546,3,passive,SBJ.N2 REVEAL-INTR LOC.N4,2
547,3,passive,SBJ.N4 REVEAL-INTR LOC.N5,2
548,3,passive,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,3
549,3,passive,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR Ab LOC.N4,0
550,3,passive,Aa SBJ.N5 JUMP-INTR,2
551,3,passive,Ab OBJ.N5 SBJ.N3 HIDE-TR LOC.N2,0
552,3,passive,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR,2
553,3,passive,Aa SBJ.N5 HIDE-INTR,2
554,3,passive,SBJ.N5 REVEAL-INTR Ab LOC.N3,1
555,3,passive,SBJ.N5 REVEAL-INTR LOC.N2,0
556,3,passive,Aa SBJ.N5 JUMP-INTR,3
557,3,passive,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR,0
558,3,passive,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N4,0
559,3,passive,SBJ.N3 GO-INTR,3
560,3,passive,Ab OBJ.N5 SBJ.N4 REVEAL-TR LOC.N3,0
561,3,passive,Ab OBJ.N5 Aa SBJ.N5 HIDE-TR,0
562,3,passive,SBJ.N3 REVEAL-INTR Ab LOC.N5,0
563,3,passive,OBJ.N5 SBJ.N4 PUSH-TR,6
564,3,passive,Ab SBJ.N5 HIDE-INTR,4
565,3,passive,OBJ.N5 Ab SBJ.N4 PUSH-TR Ab LOC.N3,0
566,3,passive,Ab SBJ.N5 JUMP-INTR,1
567,3,passive,OBJ.N5 SBJ.N2 HIDE-TR,3
568,3,passive,OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N4,1
569,3,passive,Aa SBJ.N5 HIDE-INTR,3
570,3,passive,OBJ.N5 SBJ.N2 HIDE-TR LOC.N3,1
571,3,passive,OBJ.N5 SBJ.N4 REVEAL-TR,7
572,3,passive,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,4
573,3,passive,Ab SBJ.N5 GO-INTR,0
574,3,passive,SBJ.N5 JUMP-INTR,5
575,3,passive,SBJ.N3 HIDE-INTR Aa LOC.N2,0
576,3,passive,Aa SBJ.N1 GO-INTR LOC.N4,0
577,3,passive,SBJ.N4 GO-INTR Ab LOC.N2,0
578,3,passive,Ab SBJ.N1 JUMP-INTR Aa LOC.N2,0
579,3,passive,Aa SBJ.N2 HIDE-INTR LOC.N1,0
580,3,passive,Ab OBJ.N5 SBJ.N3 REVEAL-TR LOC.N2,0
581,3,passive,OBJ.N5 Ab SBJ.N1 PUSH-TR Ab LOC.N3,0
582,3,passive,Ab OBJ.N5 Aa SBJ.N5 REVEAL-TR,1
583,3,comprehension,Ab OBJ.N5 SBJ.N2 REVEAL-TR LOC.N4,0
584,3,comprehension,Ab SBJ.N5 REVEAL-INTR Ab LOC.N4,2
585,3,comprehension,Aa SBJ.N5 GO-INTR,0
586,3,comprehension,Ab OBJ.N5 SBJ.N2 HIDE-TR,4
587,3,comprehension,SBJ.N2 REVEAL-INTR LOC.N3,1
588,3,comprehension,OBJ.N5 Ab SBJ.N4 PUSH-TR LOC.N2,0
589,3,comprehension,Ab OBJ.N5 SBJ.N2 HIDE-TR,5
590,3,comprehension,Ab OBJ.N5 SBJ.N3 PUSH-TR Ab LOC.N1,1
591,3,comprehension,SBJ.N4 JUMP-INTR,3
592,3,comprehension,SBJ.N3 REVEAL-INTR Ab LOC.N5,1
593,3,comprehension,Ab SBJ.N5 HIDE-INTR,5
594,3,comprehension,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR,3
595,3,comprehension,SBJ.N5 REVEAL-INTR LOC.N4,3
596,3,comprehension,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N3,2
597,3,comprehension,SBJ.N1 REVEAL-INTR Ab LOC.N5,0
598,3,comprehension,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N1,0
599,3,comprehension,Aa SBJ.N5 HIDE-INTR,4
600,3,comprehension,Ab OBJ.N5 Aa SBJ.N5 PUSH-TR,1
601,3,comprehension,SBJ.N2 GO-INTR,5
602,3,comprehension,Ab SBJ.N4 REVEAL-INTR LOC.N2,0
603,3,comprehension,Ab OBJ.N5 SBJ.N2 HIDE-TR Ab LOC.N4,0
604,3,comprehension,OBJ.N5 Ab SBJ.N1 PUSH-TR,2
605,3,comprehension,Ab SBJ.N3 JUMP-INTR,2
606,3,comprehension,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR LOC.N4,0
607,3,comprehension,OBJ.N5 Ab SBJ.N4 PUSH-TR,0
608,3,comprehension,Ab OBJ.N5 Ab SBJ.N2 HIDE-TR LOC.N4,2
609,3,comprehension,OBJ.N5 Ab SBJ.N4 REVEAL-TR,2
610,3,comprehension,SBJ.N4 HIDE-INTR,2
611,3,comprehension,Ab SBJ.N3 GO-INTR,1
612,3,comprehension,OBJ.N5 Ab SBJ.N1 PUSH-TR Ab LOC.N4,0
613,3,comprehension,Aa OBJ.N5 Ab SBJ.N5 REVEAL-TR,0
614,3,comprehension,Ab SBJ.N5 JUMP-INTR,2
615,3,comprehension,OBJ.N5 SBJ.N2 HIDE-TR,4
616,3,comprehension,Ab SBJ.N4 HIDE-INTR,2
617,3,comprehension,Ab SBJ.N1 JUMP-INTR Aa LOC.N4,1
618,3,comprehension,Aa SBJ.N5 GO-INTR Ab LOC.N3,0
619,3,comprehension,SBJ.N1 GO-INTR Aa LOC.N4,0
620,3,comprehension,Aa SBJ.N2 HIDE-INTR Ab LOC.N5,1
621,3,comprehension,SBJ.N4 JUMP-INTR Aa LOC.N5,0
622,3,comprehension,OBJ.N5 Ab SBJ.N3 HIDE-TR Ab LOC.N4,0
623,3,comprehension,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR LOC.N4,1
624,3,comprehension,OBJ.N5 Ab SBJ.N3 PUSH-TR,1
625,3,production,Ab SBJ.N4 REVEAL-INTR LOC.N3,1
626,3,production,OBJ.N5 Ab SBJ.N4 PUSH-TR Ab LOC.N3,1
627,3,production,Ab OBJ.N5 SBJ.N4 HIDE-TR,1
628,3,production,Aa SBJ.N5 JUMP-INTR,4
629,3,production,Ab SBJ.N3 REVEAL-INTR LOC.N5,1
630,3,production,Ab OBJ.N5 SBJ.N2 REVEAL-TR LOC.N4,1
631,3,production,Ab OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N4,1
632,3,production,SBJ.N5 REVEAL-INTR Ab LOC.N3,2
633,3,production,OBJ.N5 Ab SBJ.N2 PUSH-TR,0
634,3,production,SBJ.N3 HIDE-INTR,2
635,3,production,SBJ.N5 GO-INTR,4
636,3,production,OBJ.N5 Ab SBJ.N1 REVEAL-TR LOC.N2,0
637,3,production,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5,2
638,3,production,Ab OBJ.N5 SBJ.N2 HIDE-TR,6
639,3,production,Ab SBJ.N2 REVEAL-INTR Ab LOC.N5,1
640,3,production,OBJ.N5 SBJ.N1 REVEAL-TR Ab LOC.N2,1
641,3,production,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,5
642,3,production,SBJ.N1 HIDE-INTR,4
643,3,production,Ab SBJ.N4 REVEAL-INTR Ab LOC.N5,3
644,3,production,Ab OBJ.N5 SBJ.N1 PUSH-TR Ab LOC.N3,0
645,3,production,Aa SBJ.N5 JUMP-INTR,5
646,3,production,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR,0
647,3,production,Ab OBJ.N5 Ab SBJ.N4 REVEAL-TR LOC.N1,0
648,3,production,OBJ.N5 Ab SBJ.N2 REVEAL-TR,2
649,3,production,Ab SBJ.N3 GO-INTR,2
650,3,production,OBJ.N5 Ab SBJ.N3 PUSH-TR LOC.N1,0
651,3,production,SBJ.N2 HIDE-INTR,2
652,3,production,Ab OBJ.N5 SBJ.N3 HIDE-TR,2
653,3,production,Ab SBJ.N3 JUMP-INTR,3
654,3,production,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2,3
655,3,production,OBJ.N5 SBJ.N3 PUSH-TR,3
656,3,production,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N3,2
657,3,production,Ab SBJ.N2 GO-INTR,5
658,3,production,Ab SBJ.N5 GO-INTR,1
659,3,production,Aa SBJ.N4 HIDE-INTR Aa LOC.N5,0
660,3,production,SBJ.N1 JUMP-INTR LOC.N4,0
661,3,production,Aa SBJ.N1 HIDE-INTR Ab LOC.N5,0
662,3,production,Aa SBJ.N1 GO-INTR Aa LOC.N5,0
663,3,production,Aa SBJ.N3 JUMP-INTR Aa LOC.N2,0
664,3,production,OBJ.N5 Ab SBJ.N4 PUSH-TR,1
665,3,production,Ab OBJ.N5 Ab SBJ.N1 HIDE-TR Ab LOC.N2,0
666,3,production,Ab OBJ.N5 Ab SBJ.N1 PUSH-TR,1
